tweet,label
"@USER "" Malala is fake and planted by the US coz Pakistan is perfectly safe for kids going to school "" #PeshawarAttack ",1
@USER What do you know about #iubb ? Tom Crean is a coaching genius  !,1
3rdeye Brand Has Designed The Accessory For Your Easy To Carry And Comfortable HTTPURL,0
"Yeah , you 're a grown up & at times feel very nostalgic towards your Bachpan . Iife 's handiwork ! !",0
"#Blame #Bad #Luck ,  #Genes #as #Cause #of #Most #Cancer #Types . Here 's #Why : Heredity and environmental factors ... HTTPURL",0
@USER @USER By definition placing money on the outcome of anything is gambling ! Choosing to deny this is self delusion,0
Just entered the @USER competition for tickets to the final ! Fingers crossed @USER,0
"Hey @USER , some of your geeky / nerdy followers need  marker on posts like that . Otherwise , they 'll start doing exactly the same :)",0
One things for sure IMA make y'all folks remember me .,0
WOW Doutzen looks amazing after having a baby,0
"pt3 .. for his family to follow , and they can talk at home . All this talk about new owners and destabilising pf the club could #mot #lufc",0
I love not being able to sleep right now . ,1
And the round ligament pain returns . Yay  #PregnancyProblems,1
@USER @USER least I could do for barging into your convo !,0
@USER did your python tweeter send that ? ,1
Happy holidays from me and my boy Carl #lrs #holiday #party :smirking_face: :smiling_face_with_sunglasses: :smiling_face_with_sunglasses: :Christmas_tree: :Christmas_tree: HTTPURL,0
"cies #eu European Council : Press conference by Donald TUSK , Jean-Claude JUNCKER , , and Matteo RENZI , HTTPURL",0
Times my trip home perfectly  #drenched #sydney #storm #wet HTTPURL,1
I 'm not usually a fan of anything #pumpkin or #pumpkinspiced but OMG . These are the best cookies I 've ... HTTPURL,0
"@USER @USER you can't reason with someone with a bio as moronic as his . "" So should everyone else "" #SoDemocratic ",1
just one of those nights :pensive_face:,0
"#Sagittarius know what they want , if they can have it , and they always keep on thinking bigger . """,0
"I liked a @USER video from @USER HTTPURL WWE 2K15 ( PS4 ) My Career Mode Ep : #12 : "" TRIPLE THREAT "" | WWE 2K15",0
Going to the Rec tonight . #beingproductive,0
@USER after I went to Europe,0
"#FEMALECONDOMS | #herpes is  #curable , it #can #be #managed .. HTTPURL",0
Gael ' pro at presentations ' Anderson  #choke,1
That one time I did n't feel in over my head . ,1
#MIley #Cyrus #Is  #The #Bad #Influence – Sources Say Patrick Schwarzenegger Is ! : Miley Cyrus has been dating ... HTTPURL,0
Thank you @USER for live tweeting my morning ,1
@USER @USER @USER @USER @USER @USER @USER @USER @USER All the best 2015,0
FINALLY TAKEN To the gir love  #heartbroken 12 ~ 19 ~ 14,1
Hello indoor lung nice to see have to you back .  :person_running: :expressionless_face:,1
@USER what is it with whales this morning  HTTPURL,0
@USER oh lordy ! Eating out was the hardest or going to someone 's place . Esp as I do n't eat meat . * eye roll * what can we feed her ?,0
HTTPURL Dont mess with a #Ninja ! #KO HTTPURL,0
Fear & Loathing in Las Ukras : HTTPURL . #Politics #Russia #Ukraine ,0
I just want to thank e-l-e-n-a-t on tumblr for spoiling me #BOFA - . -  ... Honestly ? Fuck you ! #martinfreeman,1
The things I see in Bath & Body Works #WorstOutfit  Cute #WTF HTTPURL,0
"Is "" I have to go ... my gelding is struggling with dystocia "" a valid excuse ... I just want to see the ( lack of ) reaction #whenyouseeit ",1
HTTPURL #AnalTryouts #Sensational Sensational blondie chick gets anally smashed in a threesome,0
First nigga to grab it from behind No homo,0
working on my birthday #yay  #sucks,1
Munro 's facial expression is my facial expression right now :face_with_tears_of_joy: :face_with_tears_of_joy: #But #I 'm  #giving #up #on ... HTTPURL,0
@USER a day or two after .,0
"Great , I 've got a lung infection . This is fun . :/ |  fun #miserable",1
Final projects ugh | Keeping me from being productive . |  #butnotreally,1
So glad i work mornings now ,1
Ay after 2 hours nareceive ko rin yung message haha thanks globe ,1
This should be fun next spring .  HTTPURL,1
"Preparing some sample answers for the rehearsal exam qs for Digital Media with Google Drive , I 'm so technologically advanced .. ",1
@USER yeah me !  | I should get a more active social life and get away from the internet ...,0
When Santa looks up my name :smirking_face: :person_gesturing_NO: :crown: | #sassy  #naughty #or #nice #instagood #instadaily #Christmas ... HTTPURL,0
Oh how I love this  HTTPURL,1
Harry 's literally such a good person it hurts my heart BYE #InternationalHarryStylesDay,0
@USER what a way to start the new year ,1
@USER THX 4FLW ! FLWtheMUSIC @USER @USER WE R #ElektrikBLOOM #ElektrikFANTASY #iwant2DRIFT #Elev8TheUnderground !,0
SEEING @USER ON SATURDAY whaddddddup #legend ,1
"Irony died 1000 times during the climax of Sholay , when the police urged Thakur not to take the law into his HANDS .  #Bollywood",1
Festive #ff to @USER @USER @USER @USER @USER @USER @USER @USER @USER,0
I fucked them really badly :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: | #AdvancedWarfare HTTPURL,0
Younger siblings are okay . But then they do this irritating thing where they wake you at 5:15 to open presents . And that 's just awesome ,1
I think #Stars are just the most gorgeous things in this world :sparkles:,0
Oh how I missed middle school drama : ~ ) ,1
"juugin everything , niggas got warrants to pay ",1
Thanks Mother nature .. You did n't give us as snow day and now my twitter is filled with people complaining ,1
I have three test and a two dance performances tomorrow ! ! :books: :open_book: :woman_dancing: :woman_dancing: :people_with_bunny_ears: #EasyDay ,1
"Always gonna be an uphill battle , sometimes I 'm gonna have to lose .",0
People in this school seem to amaze me .. ,1
The fans needs to be heard tho RT @USER : @USER @USER WENGER WILL NEVER QUITT.SORRY LADS .  FOR FEW YEARS ..,0
Shoes on make-up done ! I 'm ready ,1
"Digital drumsticks , thanks Grandma and Grandpa  HTTPURL",1
@USER malay mo . its his real name haha . but still nice joke about na richard two . bagong bago  hahahhaah JK,1
@USER haha I 'm going to have fun with it next year . ,1
This is a song ? ? ? Awful ! ! HTTPURL,0
"@USER If it 's a "" Blue Ribbon Panel "" , then it will be all good . ",1
"#Hunger #has  #vanished #from #our #affluent , even #overweight , #society – HTTPURL",0
Do n't forget the true meaning of Christmas :folded_hands:,0
@USER I also support instantly murdering 12 year olds with fake plastic guns in public parks ...,0
Produce Mobile Apps  HTTPURL HTTPURL,1
Set my alarm for PM not AM ... guess you could say I 've got my life together  sorry @USER #Pearlburg mom and Jesus,1
@USER I see what you did there,0
Just found out I have my making babies final on Thursday . Good thing I have so much time to study ,1
"@USER really well done . Another short formation , so I get to stand for the 3rd day in a row from Kel to LLS 7:18 . Thanks ",1
Nice to see Dwight yorke being his normal impartial self as usual #villalovein  #AstLei #lcfc,1
@USER BREAKING : #realjournalist bullying major problem in nation 's high schools . ,0
"@USER Your not understanding something , does  make you an expert in the field .",0
They seemed to have found an alternative use for the bible #Hotel #NewYears  #Religious HTTPURL,0
Today is going to be a great day .  . :pensive_face:,1
Home finally ! What a way to start the christmas break ! ! ! :thumbs_up: :OK_hand:,0
Coffee and Fiber One . It 's worth getting up for . ,1
"Video : By @USER "" @USER #wifeyseries Drops Today , with #covermodels @USER and ... HTTPURL",0
Should be a balanced view then  @USER @USER,1
@USER @USER what the hell ever .,0
#Funny #18 + Turn On aquabreeze :| | disgustinghotels :| |  all men HTTPURL,0
#Michigan RT @USER : Rich Rodriguez not available for the photo op . He 's at the Fiesta Bowl .,0
Yay I love being awake at 5 in the morning :grinning_face: :water_pistol: ,1
"@USER : I learned that if you want to make it bad enough , no matter how bad it is , you can make it . - Gale Sayers  #Wise",0
"Dear (  ) #Spain 's gov and Catalan Police , congrats you managed to accomplish the impossible : Go even lower than #Greece #OperaciónPandora",1
#kimk dress style ! ! ! @USER s it or  ? #balenciaga #kimkardashianwest #kimkardashian #vestito #moda #2014 #go ... HTTPURL,0
"Rolls-Royce , as envisioned by the wonderful people at Mansory #rollsroyce #purple #customcar  HTTPURL",1
"I have a small jacket on , with a big coat for later , I 'm back at the train stn going back into town , work Xmas do #joy ",1
Can almost smell the turkey #hungry,0
Just loveeee driving upstate in the snow ,1
Sinking my teeth in to why the SPS failed in VT,0
36 hours no food no drink going strong  #givemeabrew :folded_hands: :loudly_crying_face: :hot_beverage:,1
"@USER very clever jack ! Changed the word "" big "" to "" no "" , go to bed feeling like you 've made a difference to society #youareagenius ",1
"My teacher just gave me an "" I feel sorry for you look "" I must look really adorable ... ",1
I am so ready for Monday . :person_gesturing_OK: ,1
I think I might be an artist  #flowers #pretty #love #beautiful #painting #art #nature #lchs HTTPURL,1
"Guru 's to newbies , everyone 's getting in on this while they can . You need to see it RIGHT NOW HTTPURL",0
cies #eu Keeping deficits down : How successful is the EUs budget-surveillance mechanism ? HTTPURL,0
I LOVE not sleeping . It 's the best . ,1
"@USER Happy Christmas to you + yours . May 2015 bring good health , happiness , every success and all you wish yourselves .",0
Such a good lie in ,1
#YesCracker @USER - come on - is it 1999 ? Server too busy ... #FAIL #SPAM HTTPURL,0
"~ I 'm not closed-minded , I 'm just dogmatic ~  #contradictions",1
Monday morning inspiration !  #itstruetho #donttrustnobody #iwokeuplikethis ... HTTPURL,1
"Well now the festive season has begun , let 's take a moment to reflect on how much more royalties Slade and Wizard will get ",1
Not even 8am and I can already see this is going to be a wonderful day  #needmorecoffee,1
"@USER getting power from wind is so outdated and unsightly , we should be siphoning it directly from the sun by now . ",1
I love spending five hours a night doing homework ! Please assign more teachers ! ,1
HTTPURL #AnalFrench #Chocolate Chocolate babe gets dicks in asshole,0
@USER : do n't say anything ... just retweet it HTTPURL @USER @USER @USER,0
Equal justice for all ... unless you are Black during the Obama administration . HTTPURL via @USER,0
"Azealia Banks call Iggy "" Igloo Australian "" ... WOOOW an incredible rapper diss another one ",1
On a small diet  HTTPURL,1
AAP said will declare AK candidate in last list but declared it before.This issue affecting India 's GDP is termed as U-Turn by BJP #AK4Delhi,0
@USER u do really need to get a wee bit more lol,0
102 ° fever . That 's fun . ,1
I just love the NHS ,1
"HTTPURL nope , you do NOT fit that definition @USER @USER @USER @USER @USER",0
"The sooner I find that out , the sooner I can go and have the lovely conversation with HR as I 've yet to tell work #lookingforwardtothat ",1
Turns out a sausage butty from burger king is just a burger . Really enjoyed eating that at half 8 in the morning .  #feelshit,1
"@USER haha or are a chainsaw murder , or a corrupt fortune 500 ceo , or a rapist , w . e makes you happy .  #hebetripping",1
@USER someone 's on the defensive ... if the shoe fits :frog: :hot_beverage:,0
@USER fading the public does n't just apply to gambling . Do the exact opposite of @USER and you 're in good shape .,0
"There 's no such thing as "" too much ammo """,0
"cies #eu Liverpool workers "" miscarriage of justice "" victims HTTPURL",0
"The counter argument ... RT @USER : If OSU lost last night , Baylor would be in & we 'd all be talking about benefits of no Big 12 champ .",0
"I 'm so sore , work tomorrow is gonna be fun .. ",1
@USER @USER @USER @USER @USER @USER @USER fuck it mite just warch eastenders ,0
At HTTPURL - - #Sketch #today #spudshed #fresh #fruit  . only.for.eating #for . drawing.as.well #drawing #Perth,0
Awesome rainy day at the track ! !  HTTPURL,1
It 's always nice when a teacher does n't leave lesson plans for their sub ... ,1
Well the week is off to a great start .  #fml,1
As if i need more water in my pasture . ,1
"@USER holy fuck , those lyrics fit so good to the movie Interstellar ! #chills #freakyfriday",0
Pretty excited about how you gave up on me . File Under : ,1
About to write my math final really excited  #somethingrandom HTTPURL,1
If that 's Man U at its best they have much bigger problems than us ;) #saintsfc . Then again we 're still 5th #noproblem,0
"@USER @USER , . #coalition  fit for purpose . #Labour can and will sort it .",0
I love procrastinating but I hate cramming .. - _ - ,0
Nothing is better then an 8am class . ,1
Its a shame on an off day that the NFL doesnt have any interesting stories and isnt getting any attention . NOT ,1
"Putting good things in my mind for lunch today instead of just internet junk . Oh , and tweeting . Tweeting good for building tribe .",0
@USER We are rumored to have talked to Erv 's agent ... and the Angels asked about Ed Escobar ... that 's hardly nothing  ;),1
Playing golf all day ' ery day | #PerksOfBeingOld,0
"@USER Yeah thanks for messing me about and then not delivering on the product , i feel really great about how this went down ! !  #Thanks",1
@USER the resemblance is uncanny !  #firefly @USER HTTPURL,1
I 'm getting excited about Mexico now . ,1
Such a fun day in the lib studying Econ for 14 hours .. can't wait to do it again tomorrow  #ThisIsMiserable,1
Babysitting night ! Hoping my car does n't get towed bc idk where to park :anxious_face_with_sweat:,0
Gotta love being lied to ... ,1
i hate it  HTTPURL,1
"your delusion that people are being killed "" cuz Obama black "" is the myth @USER @USER @USER @USER @USER",0
Yeah so I 'm on a diet :pizza:  HTTPURL,1
@USER Frisky at 2am ? That 's nothing new . ,0
Cool to know I have people I can talk to when having a shit night . ,1
"yup , amazing how that is , isnt it ? @USER @USER @USER",0
There 's nothing like almost rear-ending someone because they slam on brakes for no reason to get you alert and ready for an exam ! ! ,1
"can the next person who wants to educate me on any point please be very bloody educates before they speak to me , getting bored now",0
@USER me and you are the only ones that love it :grinning_squinting_face: :Santa_Claus: :party_popper: :musical_notes:,0
"Ah , a week until my next medschool interview :beaming_face_with_smiling_eyes:",0
People who lie to me really help with my trust issues  #twittereantaboutlife,1
@USER @USER I expected some sort of apple quip but that 's why you guys do the jokes and I do the news tbh,0
#late night #shopping #bullringbirmingham #sunglasses really ? Lol :beaming_face_with_smiling_eyes: #sayyes she says xxx HTTPURL,0
Girls who put their area code in their instagram about me ... so clever !  #stupidsauce #mymomcoulddobetter,1
Why can I hear a chicken ? This is Fulham for gods sake !,0
Went neck deep in a swamp today so that was fun  #chilly,1
"Just a hunch here , but I think Steven Gerrard is leaving , possibly going to the MLS  #hesnodeed",1
#great  # A #All #Burst #Christmas #diy #crafts | Please RT : HTTPURL HTTPURL,1
HTTPURL #FLOOD OF #NOAH #HovindTheory #ICEAGE #Bible #Church #Christians #Jews #tcot # ... HTTPURL,0
"Nothing like waking up to 50 + financial formulas ! Yay , for corporate finance comprehensive finals !  #finalsweek",1
@USER would wear this #proudly ... size #NZ hahaha,0
"Got up early to get the earlier bus , & I miss it ! ! Now I have to wait ... Well this day is starting off wonderful .. ",1
Great start to the morning  #flattire,1
Count Pushkin to End this fvckin night smh,0
 RT @USER : RumourIsImADad 's accent ...,0
Being a light sleeper is the best . ,1
Smh . Yesterday I was losing my voice . Today woke up with a mean ass cough and a headache :unamused_face: Christmas could be any better ,1
Yes it is much more logical to support criminals & attack police officers for protecting life & property . #HandsUpDontShoot ,1
"OK , OK , GEEZ ! I KNOW ALREADY ! @USER @USER @USER #totally  #repetetive HTTPURL",0
@USER oh yeah ! ! ! 2nd :D #HoldTheApplause hahaha lol  <3 3,1
Sony pulled a movie bc we 're scared of a country that can't even keep its lights on at night ? Even motel 6 can do better than that . #Zing,0
Boone Pratt - The Evolution Will Be Televised ( Directed By Devin Gibson o ... : HTTPURL via > @USER,0
There was a point where the effort was coming in only one direction . I left and that there was a 180 ° change in direction ,1
@USER : One day I want to travel with my bestfriend :globe_showing_Asia-Australia: :airplane: HTTPURL DONE DID TRAVELED DA WORLD ! ! @USER :red_heart:,0
Funny Annoying You Men 's Tee HTTPURL Great for family reunions ! #funny  #tees,1
"@USER so if they undo the affordable care act , and I should expect my insurance to decline 33 % ?  #Gonna #Happen",0
@USER @USER 3 more nights 3 more nights :grimacing_face: :grimacing_face: :grimacing_face: #londoncalling HTTPURL,0
Feels like we been playing against the refs most games . That was a clean Wall block that the refs took away . Ugh .,0
I really really want apple pie boilo,0
Who accepts this challenge ? Who 's Next ? Ends Soon . Be A Ten Executive & Founding Member . HTTPURL,0
@USER Haha go to Icelands x,0
Fun fact : I have a color guard rifle named Stitch after I got stitches from it plus Stitch is my fav !,0
@USER @USER so glad I bought a diesel car 2 years ago ,1
@USER brilliant news for potential young buyers ! ,1
"It 's hot , it 's humid & you 're wearing uggs . Wow . Nice style ! ",1
@USER @USER Time to listen to ppl complain bout their lot in life bec they cudnt make themselves anything ? ? ? Yay ! ! ! ,1
A year ago this would be just a writing on a t-shirt  anymore all thanks to @USER @USER #MerryXmas HTTPURL,0
"If we win against Poland and Scotland , does that put us 65th in the world rankings . @USER @USER ",1
"@USER Technically , we aint muzlamics until we believe in a guy lost in a cellar as our saviour . |  | #TrueStoryFam",1
"#Its  #Over , Its Not Finished | Its Not Ending , Its Only The #Beginning When #God Is In It , #All #Things Are ... HTTPURL",0
I like listening to dads truck drivers tell me about them going to the strip joint and their old lady getting mad at them over it  :face_with_tears_of_joy:,1
"The best love is the kind that awakens the soul , and makes us reach for more ... :sparkling_heart:",0
Exactly 1 year ago today ! ( via @USER ) HTTPURL HTTPURL,0
@USER @USER good step by BjP goons ,1
Tripped over my own feet three times in the hall #soclumsy,0
@USER  a #chance #till #January ! #this is so good #you always make me #smile,0
I love working for an hour and not getting paid for it ,1
"Wait ... wait ... wait ... is n't the font on that t-shirt "" comic sans ? ""  @USER #ICantBreathe HTTPURL",1
I can be mad at you for a matter of 15 min then I can't stand not talking to you .,0
I added a video to a @USER playlist HTTPURL Modere Beauty Box Review + Giveaway,0
I love when people leave their smelly shoes in my car . It makes my car smell great ! ,1
Foxy Lady .. #waynesworld #excellent  :beaming_face_with_smiling_eyes: :smiling_face: :smiling_face_with_smiling_eyes:,1
"Ca n't get over this very British weather ! Remember to check under you cars and wheels for any small animals , they like to hide under cars :cat_face: :dog_face:",0
"I can't remember the last time I saw "" 32 - bit integer "" in mainstream media ! #Software #GangnamStyle #Geek @USER HTTPURL",0
@USER @USER not knowing that it was about covering the points has n't kept us from winning two weeks and almost winning a 3rd .,0
"@USER @USER @USER Maybe they are going to jump in and land on something that is technically not "" the ground "" . ;)",0
"Gotta love when you shake someone 's hand and they shiver ... It 's official , I have death hands and it is now winter ! #coldhandswarmheart ",1
@USER well I face peyton today in my one league so I hope he only has 2 TD passes and they 're both to D Thomas for me lol,0
@USER no one really says that,0
It is so rewarding to work in a place where the teachers and students have been reduced to nothing but numbers and test scores . ,1
Wow I feel great ,1
Ok watching how hurt parents are when their kids decide to elope definitely makes me change my mind about it . Small cozy wedding it is ,1
@USER why ? university always helping ,1
"Kevin Durant with 23pts on 8-13 shooting , has this nigga been inefficient since he came . ",1
So glad they 've found a way to make the gospel socially relevant to klingons !  HTTPURL,1
"@USER Just what the Bears need ... A sense of urgency at QB position , using top pick at QB position ",1
Stinker of a day ... Nothing has gone right . Got worse as the day went on ... #Ahhhhhhhhh #Depression #CantWaitForTomorrow ,1
"@USER : In fight over overtime for Firefighters , DC viewed ruling from control board as permanent "" but appeals court says no . "" #fb",0
Wow I feel so bad that you had to actually do your job as a teacher .  #stopcomplaing,1
"If Comes From The #heART Then They EXPRESS it , Connect @USER or HTTPURL #thankyou #3rdeyebrand",0
find ONE local PD that reported an 80 % drop @USER @USER @USER @USER @USER @USER,0
@USER then I completely suck as a sub ! Haha !  going ! !,0
I know that what I see | Is  what you see | What it is that I know feel and see is that the #time ... HTTPURL,0
It 's okay @USER I did n't really want to see my idol anyway . ,1
"I guess Paul did n't have buns , hon . #EatenAlive  @USER",1
"Yea , yea that 's logical . ",1
"@USER we all love a trier mate , but seriously , game seems to pass him by , poor on the ball , does n't pick his runner up !",0
I know for a fact Sam is not gonna be in school today and that really is just the cherry on top of a perfect monday . ,1
One from her please * cries * HTTPURL,0
#almajmoua participating in the 4th #CSR forum #lebanon #togetherwegrow -for-profit #microfinance #supporting ... HTTPURL,0
I do n't think it 's the last time ;-) #hobbit #onelasttime  #cinema #ov #3d #48hfr HTTPURL,0
@USER Why not ? The House Committee has been very informative thus far ! ! !  | #UniteBlue,1
@USER it 's a ,0
And I used to hate coming to uni to do work lol,0
"Russia says ruble crisis over as reserves dive , inflation climbs  HTTPURL via @USER",1
Porygon 2 #are  found in the HTTPURL . com #wild . bulbiest follow @USER #working,0
"@USER @USER No , it is n't . WR 's are dime a dozen and completely replaceable . Which is why the Packers wo n't overspend to retain him .",0
"Thanks mom for all those lovely words , you just love to let me know how proud you are of me |  #wordshurt",1
"Just realized I have n't watched this weeks episode of Degrassi . I "" eventually "" get around to it . ",1
Today has been a blast,0
"#Daesh , #Taliban all need to become part of ' The religion of "" PIECES "" | My heart goes out to all the of the victims of #PeshawarAttack",0
Dog for dinner anyone ? #Cultivo #Letchworth not bringing my kid here again,0
"do n't knw how to react everytime sum 1 says me being in a wheelchair "" inspires "" them ! im just living they same you are dude",0
Work Christmas Eve and Christmas Day .. Ca n't wait ! ,1
Finally 2015 will be a worry free year for me . ,1
"Spiky popularity of the name "" Spike "" in the U . S . RT @USER Baby name  . #dataviz Source : HTTPURL",1
@USER @USER Ah the 2014 #GamerGate Ebola campaign . How many people did we kill ? ,1
"Ugh , I would give your first-born for some Pepto Bismol right now . #upsettummy",0
Just great when you 're mobile bill arrives by text ,1
The ever so caring @USER gets to see the siege ending first . Great journalism . ,1
Imagine an imaginary menagerie manager managing an imaginary menagerie .,0
"So now its Hamilton on a Monday night ? Thanks @USER for all those evening games you give us , saturday football is overrated ! ",1
"@USER yup gotta keep up with my "" frantic party lifestyle "" . ",1
Thanks for shutting the city down .. ,1
@USER I should sue my parents ,1
"anw as long as there 's nothing going on with the both of u rn , i can still forgive u but i cant promise to forget ",1
@USER I do n't think your caramel frappe is salty enough .  #McYuck #lostsale,1
thanks for appreciating me looking out of you and caring ! ! ,1
"@USER He 's been half paced all season , Henderson would be a bigger loss",0
Bday lily painting for @USER :purple_heart: HTTPURL,0
Fuck getting a flat tire and my car dying coming home from work at 5am . Thanks god for my friends . Great way to end / start my day ,1
"@USER : @USER great seing u mate , thanks for the cheap shot :winking_face: safe trip back :clinking_beer_mugs: :clinking_beer_mugs: | | Dry train why we lost :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: ",1
Yay for Fire Alarms at 3AM ,1
The ugly truth ... #abuse  #enough #words HTTPURL,0
@USER @USER @USER | Thats a twist | Algorithms to cause more congestion & increase pollution | Too bizarre to be true ,1
Do n't #text and #drive either . HTTPURL HTTPURL HTTPURL,0
I love how I 'm completely wide awake ,1
@USER yeh but its still unclear you know . ,1
"On page 35 of 357 of Hogfather , by Terry Pratchett HTTPURL",0
@USER @USER really ? My respect for feminist / womens movements is through the roof .  !,1
@USER Do you think Mary 's parents believed the bubbemeinseh that she was still a virgin ?,0
@USER : Pick it up one more time for the homie in the back that 's stickin right with us thanks for answering my DM #realmvp ,1
I have such a loving family ,1
The last time I 'll get up at 6:30 am I 'll miss this ,1
I really need to shoot something soon .,0
Long distance relationships are serious SH * t  ayoba ...,0
So if three geeks can bring down the whole of Microsoft and Sony networks .. my annual firewall subscription is worth every penny ! | | ,1
michael have a sexy face when he cough  HTTPURL,1
"And with this revelation , the African-American community 's faith in law enforcement skyrockets !  HTTPURL",1
@USER I do n't believe you ! ! ! ,1
Lol at docs who do n't know what they 're doing .  #fuckthat,1
"Enroll 2 Members 1 on each leg ( L / R ) . THEN , help your 2 Personally-Enrolled Members get 2 Executive w / Diamond Pkgs . HTTPURL",0
@USER @USER Really ? ! Unbelievable ! U mean he was a Thug & Criminal ? ,1
@USER @USER @USER did n't you know that they removed the M16A3 because it was overpowered ? : O,0
"@USER just check out the buttons , see what they do . And follow me back :winking_face_with_tongue:",0
This time last year ... shiid was hella funny ... unforgettable #khwaaaa,0
Air Passenger Duty for under 12s to be abolished . AT LAST ! Something to help the homeless and impoverished ! #AutumnStatement ,1
Like u go to Williamsville east ur parents hand u money but ur so much better than everyone else hahaha ,1
I retweeted this so Chris Graham blocked me .  | :face_with_tears_of_joy: HTTPURL,1
When you show your valid 16-25 railcard and shes charges you full price anyway . Great service from Tamworth  @USER,1
Turning in my paper then coming back home and studying #perfectday ,1
"Yep , true patriots all .  HTTPURL",1
@USER @USER not bad for a kid from Az . Hockey does n't work in the desert . ,0
"Well done @USER , you 're doing a great job  "" @USER : A & E Waiting Times Worst Since Records Began HTTPURL """,1
"Thank you , strange vet husband at the bar , for reminding me that I will be in debt until I die .  #studentloans",1
How did I miss that there was a Taken 2 ? ,1
Flight diverted over boiling water incident HTTPURL,0
"love , love , love how the left side of my face is swollen .  :pouting_face: :loudly_crying_face:",1
Oh how I love working in Baltimore ,1
Library computer has frozen again #shocker ,1
Hey heyy ! ! ! I ... wanna be a rockstar #vscocam  hero #vsocam #hero #spiderman HTTPURL,0
"@USER The badger crusade continues . | "" Gloucestershire badger patrols triggered by illegal trapping fears "" | HTTPURL",0
At the Toys for Lil Troops event for @USER donating toys to children of deployed and low income troops . HTTPURL,0
@USER hmm ... let me think about that ,1
So Jeremy Irons and Alan Rickman are BOTH in Marrakech just one week before I 'm going there #everythingisfine  #sonot,1
"@USER Aww , you poor thing , I feel so bad for you being in sunny Florida . I do n't know how you can handle it !  ;)",1
HTTPURL #Science of the #GardenOfEden - #Eden #KentHovind #Christian #Jesus #Christ # c ... HTTPURL,0
@USER And here I though that a one programmer operation had the same money and power as EA . #TheMoreYouKnow ,1
Ca n't wait to see all the ig pics of people bragging about what they got  #noonegivesafuck,1
@USER @USER We can vote Republican ! Their Civil rights record and their ability to empathize is amazing .  .,1
Amazingly HTTPURL is not owned by #BHP . They are going to have to shell out some decent money for it . #BHPBilliton #South32,0
Up all night 2 nights in a row . My job is fun  #nightauditadventures #resortjobprobs #fb,1
#Canned #Food #Lot  #Of #Space #InteriorDecor Please RT : HTTPURL HTTPURL,0
I 'm knitting a scarf . Yes . Knitting . A scarf . Because manual dexterity and I like knitting . Problems ?,0
"so @USER still waiting , my son is very happy enjoing his christmas gift  ... i cant understand how u did n't prevent this ...",1
I'M NOT GONNA ASK YOU FOR FOLLOWING . Your own decision .,0
First photos of the Infiniti Vision GT concept emerge HTTPURL,0
"@USER @USER @USER I 'm trying to decide if that cover says "" lonely widower ' or not . ",1
2014 can't end fast enough ! Stupid dead battery .,0
I know who I am . I am not perfect . I 'm not the most beautiful woman in the world . But I 'm one of them . #women  #perfet | - Mary J . Blige,0
@USER yeah I do . But you know there 's this thing called an all nighter and apparently I wanna pull one ,1
#NYPD did  comment 4 this or provide its own internal #statistics w / | :police_car: involved :skull: s & the info has not been given 2 the FBI since 2006 .,0
Remember that one episode Santana wanted to be a dancer but then forgot about it altogether . Good times . Good times . #Glee ,1
@USER We ll take that  bad at all,0
Gutted Doyle has gone back to #wwfc . I do n't think we saw what he 's capable of . #cpfc ,1
@USER I 'm good at banter ... :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:,0
"@USER : #InkRivals ok , we all know Cleen is going to win , lets just end it . Not exciting . AMEN TO THAT",0
Wash hands with water ? MOH is rubbing this on everyone 's face ?  HTTPURL,1
#KMYB19HR  study HTTPURL,0
"I 'm in the back chilling for now on , if I do n't keep it contact with you or hit you up do n't get mad I 'm just on some other shit :person_walking:",0
Long Gold Layered Pipe Necklace Set $ 20 | Leave email for invoice HTTPURL,0
650 return flight . Why I love my family . #familyvacation ,1
my life wo n't be complete until I meet @USER :two_hearts:,0
what a good time to start voting again  #BestNewArtist Fifth Harmony,1
. @USER yeah . Tones are the most obvious things in tweets . ,1
Some people just do n't listen .. Ah well guess they 'll learn the hard way,0
"No reply day ! I mean , week ! | #Happiness ",1
@USER wtf thanks for saying bye ,1
Backs killing me today :grimacing_face: #tramadol,0
Morgan just asked me if I wanted to play a game with him on his Xbox . Usually I can't even look at it .,0
"A #sale is  #something you #pursue , it 's #what #happens to you #while you are #immersed in #serving your ... HTTPURL",0
I just love a chaotic school run ! ! ! ... ,1
"@USER : Tag a teammate who is so bad , he runs the line every week . HTTPURL I 'm sorry to say it 's @USER",0
Luv this ,1
"@USER My ex husband 's autopsy report from the coroner took ages too , it just seems to be the slow machinations of the process .",0
"#Legend says if you stand in front of a mirror + say "" I can't even "" 3 times , a girl in #yogapants will appear + give you a pumpkin spice latte .",0
"This has nothing to do with anything at all , but I hate the word "" fleek "" . It sounds like something I 'd name my Neopet .",0
I just love not being able to sleep ..  #sotired,1
"#Sopping #wet | #Squishing #mud #between #toes ... | | Well , why  ... | #Swimming in a #mud #puddle",0
The Champions League is overrated anyway ! ,1
Fun at @USER #Basics4Babies Day @USER on Sunday : Ask Travis Lulay to get his face painted like Tony The Tiger  #worthashot,1
"i may have played a part , but i wont take sole credit ;) @USER @USER",0
