tweet,label,index,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
Happy Birthday to Chris Lowe of Pet Shop Boys. Your music is the backbone of my existence. #chrislowe #happybirthdaychrislowe #petshopboys https://t.co/pqYRY6HfdB,0.0,911,1,21,94.68,97.11,5.94,99,7,28.57,66.67,38.1,33.33,9.52,9.52,4.76,0,4.76,0,0,0,14.29,4.76,4.76,14.29,4.76,0,0,0,4.76,4.76,0,4.76,4.76,0,0,9.52,0,0,0,0,0,0,0,0,0,9.52,9.52,0,4.76,4.76,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,4.76,0,0,4.76,4.76,0,0,4.76,14.29,4.76,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,4.76,0,4.76,0,4.76,0,0,0,0,0,0,23.81,9.52,0,0,0,0,14.29,0
Started with the sweating now we here ❄️⛄️❄️ (aka &lt; 70°F) #JustFloridaThings,0.0,912,1,12,49.68,98.75,89.39,,12,25,75,66.67,50,8.33,8.33,0,8.33,0,0,0,0,8.33,8.33,8.33,8.33,0,25,0,0,16.67,0,0,8.33,8.33,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,8.33,0,0,8.33,0,0,0,16.67,8.33,8.33,0,8.33,8.33,0,0,0,50,0,0,0,0,0,50,25
"What a stellar performance by @sierraboggess yesterday at Cadogan Hall. A tour de force. Tears, tingles and jaw-dropping awe.",0.0,913,1,19,98,,1,92.27,6.33,36.84,57.89,36.84,31.58,5.26,0,0,0,0,0,0,5.26,10.53,10.53,0,10.53,0,0,5.26,0,5.26,0,0,5.26,0,0,5.26,10.53,0,5.26,0,5.26,0,0,0,0,0,5.26,5.26,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,5.26,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,5.26,5.26,5.26,0,0,0,0,0,0,0,31.58,15.79,5.26,0,0,0,10.53,0
Liberty just went 95 yards on us with ease. Damn we’re so soft,0.0,914,1,13,14.06,99,30.98,,6.5,7.69,84.62,69.23,46.15,15.38,15.38,0,15.38,0,0,0,0,0,0,7.69,15.38,7.69,15.38,7.69,0,15.38,7.69,7.69,15.38,15.38,0,0,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,7.69,15.38,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,7.69,7.69,0,0,7.69,0,7.69,7.69,0,0,0,0,0,0,15.38,7.69,0,0,0,7.69,0,0
i would kill a man for a forehead kiss rn,1.0,915,1,10,89.52,40.06,1,20.23,10,10,100,60,60,10,10,10,0,0,0,0,0,20,20,0,10,10,10,0,0,10,0,0,20,10,0,10,10,0,10,0,0,10,0,0,0,0,20,10,10,0,0,0,0,0,0,0,30,20,0,0,10,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0
Exams have finally finished!! I can be happy again #woooooo,0.0,916,1,10,1,3.95,98.38,99,5,30,100,80,60,10,10,10,0,0,0,0,0,0,0,0,0,30,20,0,0,30,10,0,10,0,10,0,40,0,10,0,0,10,0,0,0,0,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,30,0,10,0,10,10,10,0,0,30,0,0,0,20,0,10,0
Love it when I forget to transfer my rent money over from my savings 🥴,1.0,917,1,14,35.59,1,99,98.65,14,14.29,100,64.29,57.14,28.57,21.43,21.43,0,0,0,0,7.14,14.29,0,0,21.43,0,7.14,7.14,0,7.14,0,0,0,0,0,0,14.29,0,7.14,0,0,0,0,0,0,7.14,7.14,7.14,0,7.14,7.14,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,7.14,21.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,21.43,7.14,0,0,7.14,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14
Is this first Cybex isokinetic dynamometer? @DrAndrewBateman #PRS2021,1.0,918,1,8,26.1,,,,4,50,50,37.5,37.5,12.5,0,0,0,0,0,0,12.5,25,0,25,0,12.5,0,0,0,12.5,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,37.5,0,0,12.5,0,0,25,0
"Forgive them for you, not for them",0.0,919,1,7,18.12,99,24.32,99,7,14.29,100,85.71,85.71,42.86,42.86,0,0,14.29,0,28.57,0,0,0,0,28.57,0,0,0,14.29,0,0,0,14.29,14.29,0,0,14.29,0,14.29,0,0,0,0,0,14.29,0,14.29,14.29,0,0,0,0,0,0,0,0,57.14,14.29,14.29,0,0,14.29,0,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0
"Sorry for the overshare but life’s been miserable of late and I need a place to vent so buckle up cowboys, cowgirls, and cowpeople. I present to you: the last three weeks of my life.",0.0,920,1,35,85.07,40.06,80.49,1.98,17.5,17.14,82.86,68.57,54.29,11.43,11.43,8.57,0,2.86,0,0,0,14.29,8.57,2.86,17.14,2.86,2.86,11.43,0,5.71,5.71,5.71,0,0,0,0,17.14,0,5.71,0,0,2.86,0,0,2.86,0,2.86,0,2.86,2.86,0,2.86,0,0,0,0,14.29,2.86,2.86,0,0,0,0,8.57,0,0,2.86,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,8.57,5.71,0,0,5.71,0,0,0,8.57,2.86,0,0,0,0,0,0,0,17.14,5.71,5.71,0,0,2.86,2.86,0
"@alligatoraliens tbh I think the only time I hear trans people use it is trans mascs referring to themselves. I'm sure it does happen but the OG tweet really feels like ""made up a guy to be mad about""",0.0,921,1,39,61.17,55.35,81.58,2.7,19.5,7.69,94.87,79.49,51.28,15.38,10.26,7.69,0,0,0,2.56,5.13,7.69,7.69,0,15.38,12.82,5.13,2.56,0,28.21,5.13,0,0,0,0,0,35.9,5.13,20.51,7.69,5.13,0,0,2.56,2.56,0,2.56,0,2.56,2.56,0,2.56,0,2.56,0,0,17.95,5.13,0,0,0,0,2.56,12.82,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.26,7.69,0,0,2.56,0,2.56,2.56,2.56,2.56,10.26,0,7.69,7.69,0,0,0,12.82,2.56,0,0,0,2.56,7.69,0
"I hurt my foot like 3 days ago,  I have no idea how, but it hurts to put pressure on it. Love that for me",1.0,922,1,25,12.09,1,99,1,12.5,4,96,72,64,28,16,16,0,0,0,0,12,8,0,4,16,4,8,4,4,8,0,4,0,0,0,0,24,0,16,4,4,0,8,0,4,0,12,4,8,12,4,8,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,4,0,0,0,8,8,4,0,0,0,0,0,0,0,12,4,8,0,0,0,0,0
"Some pretty great things are happening at the call center. Listen in to 104.5 for the Care-A-Thon! Each dollar is being matched, my friends!",0.0,923,1,24,89.52,40.06,15.38,83,8,16.67,91.67,75,58.33,8.33,4.17,4.17,0,0,0,0,4.17,20.83,8.33,4.17,16.67,12.5,4.17,0,0,20.83,8.33,8.33,4.17,4.17,0,0,12.5,0,4.17,0,0,0,4.17,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,8.33,4.17,0,0,0,0,4.17,4.17,0,4.17,0,0,0,0,0,0,4.17,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,12.5,4.17,0,8.33,0,4.17,0,0,0,8.33,0,0,0,0,0,0,29.17,8.33,4.17,0,8.33,0,8.33,0
Biden is a great President like none other we have had,1.0,924,1,11,6.68,86.82,5.07,99,11,9.09,90.91,81.82,72.73,18.18,9.09,0,9.09,0,0,0,9.09,27.27,9.09,0,9.09,27.27,0,0,9.09,27.27,18.18,9.09,18.18,9.09,0,9.09,36.36,9.09,9.09,0,0,0,0,0,9.09,0,9.09,9.09,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,18.18,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
remember when everyone’s feeds were just retweeted giveaways looool those were the days,1.0,925,1,13,1.3,81.78,81.58,,13,30.77,84.62,76.92,53.85,15.38,0,0,0,0,0,0,15.38,15.38,7.69,0,0,15.38,15.38,7.69,0,23.08,0,7.69,0,0,0,0,46.15,7.69,7.69,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,23.08,0,0,7.69,7.69,0,0,0,7.69,0,0,0,0,7.69,0,0
"Politics is like waves, they depend on the wind where it blows",1.0,926,1,12,73.36,84.23,39.59,,12,8.33,83.33,66.67,58.33,16.67,8.33,0,0,0,0,8.33,8.33,8.33,8.33,0,16.67,8.33,8.33,0,0,16.67,0,0,8.33,0,0,8.33,16.67,0,8.33,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,16.67,0,8.33,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0
Bernie Sanders is the greatest president America will never have.,0.0,927,1,10,3.8,40.06,7.03,99,10,40,70,60,50,0,0,0,0,0,0,0,0,10,10,0,0,30,10,0,10,30,10,0,10,0,0,10,30,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,10,10,0,0,0,0,0,10,10,0,0,0,0,0,0
thinking about quitting the path im on to become a college advisor so i can be wrong and do nothing for the rest of my life,1.0,928,1,26,53.56,1,57.98,1,26,19.23,100,76.92,65.38,11.54,11.54,11.54,0,0,0,0,0,15.38,11.54,0,19.23,15.38,7.69,7.69,3.85,23.08,3.85,3.85,3.85,0,3.85,0,26.92,3.85,19.23,3.85,0,3.85,0,0,3.85,0,3.85,0,3.85,0,0,0,0,0,0,0,11.54,3.85,0,0,0,3.85,0,3.85,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,0,0,3.85,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everyone - Get Vaccinated,0.0,929,1,3,10.19,99,,,3,66.67,100,66.67,33.33,33.33,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,33.33,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,33.33,0
What a wonderful time to have your AC go out https://t.co/jqjqG1dGOa,1.0,930,1,11,89.52,99,99,99,11,9.09,90.91,72.73,54.55,18.18,9.09,0,0,9.09,0,0,9.09,18.18,9.09,9.09,18.18,9.09,0,0,0,18.18,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,9.09,0,9.09,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36,18.18,0,9.09,18.18,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The problem with buying Christmas presents is that I want to keep so many of them 😍🎁🎄🎅🏼,0.0,931,1,16,62.1,40.06,1.63,96.74,16,18.75,93.75,75,62.5,18.75,12.5,6.25,0,0,0,6.25,6.25,18.75,6.25,0,18.75,6.25,6.25,6.25,0,18.75,6.25,6.25,0,0,0,0,25,0,12.5,0,0,6.25,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,12.5,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25
The Suicide Squad felt like a remake of the Watchmen movie where they actually kept the giant squid.,0.0,932,1,18,99,92.24,10.18,,18,16.67,83.33,66.67,50,5.56,5.56,0,0,0,0,5.56,0,22.22,22.22,0,11.11,0,11.11,0,0,11.11,5.56,5.56,5.56,5.56,0,0,16.67,0,11.11,5.56,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,11.11,5.56,5.56,0,0,0,0,11.11,0,5.56,0,0,0,0,0,0,5.56,5.56,0,0,0,0,5.56,5.56,0,0,5.56,0,0,0,5.56,0,0,0,0,0,0,0,0,0,5.56,11.11,0,0,5.56,0,0,5.56,0,11.11,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0
"Yes you look fantastic for your age, thank the lord for filters hey!",1.0,933,1,13,96.67,99,2.93,99,13,15.38,92.31,76.92,38.46,15.38,15.38,0,0,15.38,0,0,0,15.38,7.69,0,15.38,0,0,0,0,15.38,7.69,0,7.69,0,0,7.69,15.38,7.69,0,0,0,0,0,0,0,0,15.38,15.38,0,7.69,7.69,0,0,0,0,0,30.77,15.38,7.69,7.69,0,0,15.38,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,7.69,7.69,0,0,7.69,0,0,7.69,0,0,0,15.38,7.69,7.69,0,0,15.38,0,7.69,0,7.69,0,0,0
"Think I might get a knock on the door from Environmental Health after that poo.

Jeez, it's taking layers off my eye balls.

*opens all windows wide*",0.0,934,1,27,83.52,8.59,99,1,9,7.41,85.19,66.67,44.44,14.81,7.41,7.41,0,0,0,0,7.41,18.52,7.41,0,14.81,7.41,0,3.7,0,25.93,3.7,7.41,0,0,0,0,14.81,3.7,7.41,3.7,0,0,3.7,0,0,0,3.7,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,3.7,0,0,0,7.41,3.7,0,0,0,0,0,0,0,0,0,7.41,0,0,0,0,0,0,3.7,22.22,0,3.7,14.81,3.7,0,0,3.7,0,7.41,3.7,0,0,0,0,0,22.22,7.41,3.7,0,0,3.7,7.41,0
Tal and I are at this crazy expensive Japanese Peruvian restaurant. The ambience is insane. Live dj. We ordered a 9 course meal. Goodbye money,0.0,935,1,25,63.53,63.73,3.34,81.12,5,28,84,52,36,12,8,4,4,0,0,0,4,12,8,4,4,8,0,4,0,12,12,0,4,4,0,0,12,0,0,0,0,0,0,0,0,0,8,4,0,4,0,0,0,0,0,0,8,4,0,4,0,0,0,4,0,0,0,0,4,0,4,0,16,8,0,0,8,0,12,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,4,0,0,4,0,0,0,0,4,8,0,0,0,0,0,0,16,16,0,0,0,0,0,0
Bro Drake thinks about Rihanna everyday,0.0,936,1,6,49.68,98.75,99,,6,33.33,66.67,66.67,33.33,16.67,0,0,0,0,0,0,16.67,0,0,0,16.67,0,16.67,0,0,16.67,16.67,0,16.67,16.67,0,0,33.33,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0
First day of school and spectrum internet has already shit itself. Amazing,1.0,937,1,12,26.1,6.61,39.59,99,6,33.33,91.67,58.33,50,8.33,0,0,0,0,0,0,8.33,8.33,0,8.33,8.33,8.33,8.33,8.33,0,8.33,8.33,16.67,0,0,0,0,25,0,0,0,0,0,0,0,0,0,16.67,8.33,0,8.33,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,16.67,8.33,8.33,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0
"Hey @Honda, any chance we could see a civic in Rocket League? 😉",0.0,938,1,12,89.52,99,1,,6,0,83.33,66.67,41.67,8.33,8.33,0,8.33,0,0,0,0,16.67,8.33,0,8.33,8.33,0,0,0,16.67,8.33,0,16.67,16.67,0,0,25,0,25,0,0,8.33,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8.33,0,0,0,0,8.33,16.67,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,8.33,8.33,0,0,0,0,0,0,8.33,8.33,0,0,0,25,0,8.33,8.33,0,0,8.33,8.33
I just wanna have the same love for life as Phil from Modern Family is that too much to ask,0.0,939,1,20,80.96,15.75,7.03,1,20,0,95,75,60,10,5,5,0,0,0,0,5,10,5,0,25,10,10,5,0,15,10,5,5,5,0,0,25,0,10,0,0,5,0,0,5,0,15,5,10,5,5,0,0,0,0,0,20,10,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,5,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0
"We get it ESPN. Sawx and Yanks. 

Let's go meteor.",1.0,940,1,10,1,99,98.38,,3.33,0,70,70,40,30,20,0,20,0,0,0,10,0,0,0,0,10,0,10,0,40,0,0,20,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,20,20,0,20,10,0,0,0,0,0,20,0,0,0,0,0,0,40,30,0,0,0,10,0,0
I was only in Taylor Swift’s top 0.10% of listeners on Spotify but last year but yeah totally sound that Swiftogeddan in Glasgow is sold out,1.0,941,1,26,64.84,7.93,99,,26,19.23,92.31,73.08,50,7.69,3.85,3.85,0,0,0,0,3.85,3.85,0,3.85,19.23,7.69,7.69,7.69,0,11.54,15.38,3.85,0,0,0,0,30.77,0,11.54,0,0,0,0,3.85,7.69,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,7.69,3.85,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,23.08,0,0,15.38,0,7.69,0,15.38,7.69,3.85,0,3.85,0,3.85,0,0,11.54,3.85,0,0,0,3.85,3.85,0
Poor Steve Clifford. Next hire has to be right to get us from A to B.  #Magic,0.0,942,1,17,99,93.56,1.39,20.23,5.67,5.88,82.35,58.82,35.29,5.88,5.88,0,5.88,0,0,0,0,5.88,5.88,0,23.53,5.88,0,0,0,11.76,17.65,0,11.76,5.88,0,5.88,23.53,0,17.65,0,0,0,0,17.65,0,0,11.76,5.88,5.88,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,5.88,0,0,17.65,0,0,0,0,0,17.65,11.76,0,0,0,0,5.88,0
"#HappyBirthdayKeanuReeves Keanu Reeves is so wholesome ☺️",1.0,943,1,6,1,,,,6,33.33,33.33,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,16.67,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,16.67
my grandpa has covid so i made a lil care package with his fave snacks and a big blanket. he’s vaccinated and it’s still hitting him hard. i’m really sick and tired of the my body my choice mentality behind anti vaxxers bc it’s not just your body you’re making a choice for. god.,0.0,944,1,54,7.9,51.1,10.18,1,13.5,12.96,94.44,70.37,57.41,22.22,18.52,9.26,0,3.7,5.56,0,3.7,16.67,7.41,0,9.26,11.11,7.41,9.26,1.85,16.67,7.41,3.7,1.85,1.85,0,0,25.93,0,14.81,3.7,5.56,0,0,1.85,1.85,0,11.11,3.7,7.41,5.56,0,5.56,0,0,0,0,12.96,1.85,1.85,0,0,0,0,11.11,1.85,0,0,7.41,0,0,0,0,1.85,0,0,0,0,1.85,9.26,3.7,3.7,0,0,0,0,1.85,0,0,0,0,0,0,5.56,0,0,0,3.7,3.7,0,0,1.85,0,0,1.85,0,1.85,11.11,0,5.56,5.56,0,0,0,16.67,7.41,0,0,0,9.26,0,0
Hey does anyone know of any organizations that have massive stockpiles of money that could be super useful to the world during a public crisis?????,1.0,945,1,25,82.95,63.73,3.34,81.12,25,12,96,80,56,12,0,0,0,0,0,0,12,20,8,0,16,16,0,0,0,20,16,4,0,0,0,0,24,0,16,4,0,4,8,0,0,0,12,8,4,0,0,0,0,0,0,0,12,8,0,0,0,4,4,4,0,0,0,0,0,0,0,0,8,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,16,4,0,0,4,0,0,0,4,0,4,0,4,4,0,0,0,20,0,0,20,0,0,0,0
Does anyone have any recommendations for over the counter topical pain relief that actually works?,0.0,946,1,15,59.67,77.41,1.91,97.84,15,26.67,86.67,66.67,60,13.33,0,0,0,0,0,0,13.33,20,6.67,0,13.33,13.33,6.67,0,0,20,0,0,6.67,0,6.67,0,33.33,0,20,0,0,0,13.33,6.67,0,0,20,13.33,6.67,6.67,0,6.67,0,0,0,0,13.33,6.67,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,6.67,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,6.67,13.33,0,0,6.67,0,0,6.67,0,0,13.33,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0
"I'd like to thank my current employer for making me feel accepted and valued. It's particularly nice that, whenever I have some suggestions for them, that they seriously consider them and don't just automatically put their fingers in their ears and shout 'I CAN'T HEAR YOU'. Metaphorically.",1.0,947,1,47,1,40.06,57.41,99,15.67,23.4,95.74,80.85,63.83,29.79,23.4,10.64,0,2.13,0,10.64,6.38,12.77,0,0,8.51,10.64,10.64,8.51,4.26,23.4,4.26,2.13,0,0,0,0,23.4,0,14.89,4.26,2.13,6.38,0,2.13,2.13,0,10.64,10.64,0,4.26,4.26,0,0,0,0,0,21.28,6.38,2.13,2.13,0,0,6.38,14.89,0,0,0,0,0,0,0,0,2.13,0,0,2.13,0,0,4.26,0,0,0,0,0,0,0,0,0,4.26,2.13,0,0,0,0,0,0,4.26,12.77,0,2.13,2.13,0,6.38,2.13,4.26,0,10.64,0,0,0,0,0,0,23.4,6.38,4.26,0,0,12.77,0,0
"When you're feeling all in your feelings, but a certain BEST FRIEND is making you see reason, and maybe you'll be okay. So damn rude. 😤 @LadyDeadlight",1.0,948,1,26,1,99,81.58,1,8.67,15.38,96.15,76.92,53.85,15.38,15.38,0,0,15.38,0,0,0,11.54,3.85,0,3.85,15.38,11.54,15.38,0,23.08,15.38,3.85,7.69,7.69,0,0,42.31,3.85,23.08,11.54,7.69,0,3.85,0,3.85,0,7.69,0,3.85,3.85,0,3.85,0,3.85,0,3.85,26.92,3.85,0,0,3.85,0,0,23.08,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,15.38,0,0,3.85,3.85,0,7.69,3.85,0,7.69,3.85,3.85,0,3.85,0,0,26.92,7.69,7.69,0,0,7.69,3.85,3.85
I love it when my neighbours children block the drive because they can’t cook their own meals every single day!!!,1.0,949,1,20,1.62,40.06,89.39,90.5,20,15,95,60,55,25,20,10,0,0,0,10,5,25,5,5,0,5,5,10,5,5,5,15,10,5,0,5,25,5,10,0,5,5,0,0,5,0,5,5,0,5,5,0,0,0,0,0,25,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,0,5,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,5,0,5,0,0,0,0,10,0,5,0,0,0,0,0,0,20,0,0,0,15,5,0,0
