dataset,tweet,label,roberta_on_irony_mix,roberta_on_polarity,roberta_on_sarcasm,roberta_on_sarcasm_mix,bertweet_on_irony_mix,bertweet_on_polarity,bertweet_on_sarcasm,bertweet_on_sarcasm_mix,bert_on_irony_mix,bert_on_polarity,bert_on_sarcasm,bert_on_sarcasm_mix,bert_alea,bert_epi,bert_total,roberta_alea,roberta_epi,roberta_total,bertweet_alea,bertweet_epi,bertweet_total
polarity,"@USER @USER when did you get so cynical , Karna ! ? ! ?",0,0.0060935346,0.0018269514,0.29400584,0.29621363,0.04623759,0.05985703,0.8923923,0.80559534,0.035344124,0.039219193,0.8478392,0.46970707,0.6462169588230048,0.11443777932779899,0.7606547381508038,0.42190162853053376,0.021194891431575345,0.4430965199621091,0.6883415053422712,0.15934761187168944,0.8476891172139607
polarity,"Oh look , we 're having another storm in Sydney . How unusual . ",1,0.99796414,0.9962134,0.9703105,0.9915473,0.9914363,0.99020886,0.97678614,0.97533256,0.9854439,0.97474015,0.9104972,0.82674176,0.2680000243361059,0.003997725071401271,0.2719977494075072,0.06050798452833946,0.00012204369520267547,0.06063002822354214,0.0843268473857639,5.494067797947513e-05,0.08438178806374338
polarity,Congratulations @USER - so well deserved . I hope you enjoy the  of this notification from Twitter HTTPURL,1,0.00941058,0.0016519921,0.05194094,0.035283938,0.029315853,0.16332297,0.09231522,0.35000086,0.13877693,0.058254074,0.17863259,0.06078734,0.3446562602272632,0.0026587304762094965,0.3473149907034727,0.11533455797517227,0.00040474997772907764,0.11573930795290134,0.43757246618457635,0.014441145350047915,0.45201361153462427
polarity,@USER oh so someone got in trouble for making fun of the people who behead innocent people ... nice ,1,0.9974082,0.99684167,0.9822274,0.9871106,0.9721023,0.9886932,0.97341,0.9730891,0.99219114,0.8563145,0.955408,0.95247704,0.22944312890026786,0.0025292510495489,0.23197237994981676,0.051837965649701126,4.18084039911689e-05,0.0518797740536923,0.11015589551847714,4.7194308262500286e-05,0.11020308982673964
polarity,Left home at 7.30 am and still trying to get to work . I just want to cry ! ! #happymonday ,1,0.9972819,0.9969836,0.20727019,0.9881072,0.991582,0.99066657,0.8047265,0.6047353,0.99283737,0.9786269,0.09279051,0.03635211,0.6918814261372492,0.21255772018519276,0.9044391463224419,0.5039710385555384,0.11610220391478952,0.6200732424703279,0.42628710682793713,0.02550495750413017,0.4517920643320673
polarity,Is n't the point to learn how to craft our own reality ? What am I missing here ? Should we not be different ?  #wat ? HTTPURL,0,0.06103223,0.33628276,0.08803476,0.9863949,0.01856448,0.019752052,0.49358672,0.44668376,0.017748432,0.028577391,0.15276764,0.6462167,0.5157102577585604,0.06585708284677835,0.5815673406053388,0.6578481261417475,0.13900699169633807,0.7968551178380856,0.5563772121022723,0.05112022001755126,0.6074974321198235
polarity,"People these days are so loving , accepting , and nonjudgmental . It 's great . ",1,0.9977436,0.99652666,0.37555635,0.98902714,0.9901484,0.9861733,0.9585347,0.86015666,0.99054503,0.9685453,0.5892515,0.18908308,0.6235421437560019,0.1072138528830501,0.730755996639052,0.44014475803329217,0.07182507566033802,0.5119698336936302,0.20216994216259979,0.0027647127773136756,0.20493465493991347
polarity,I miss the days when all my close friends lived in the same city .,0,0.19945505,0.0045595947,0.6979358,0.2404832,0.46842,0.55434304,0.15655935,0.07159022,0.35140783,0.5524075,0.36284083,0.042271107,0.6322008940576577,0.03343979396740773,0.6656406880250654,0.5981725472610582,0.06461524978564483,0.662787797046703,0.6212661399463903,0.041288475651064874,0.6625546155974552
polarity,"Grandma 's coming over , yay money . #lol #kidding ",1,0.99502337,0.9965161,0.78398687,0.9890872,0.9916781,0.99029094,0.94483066,0.9415409,0.99193466,0.97623074,0.7655238,0.27005562,0.5613042770723234,0.08507420444276988,0.6463784815150934,0.2237820760948574,0.008241492388442725,0.23202356848330014,0.1447328582674999,0.0005727732281122987,0.1453056314956122
polarity,Yellow Pages are all you need . Phone books are the future . #truth #reallynotreally  HTTPURL,1,0.9874888,0.922398,0.057565697,0.06056468,0.9727586,0.98464394,0.23842794,0.7108165,0.9788289,0.9773005,0.12949939,0.35722455,0.6684279316998523,0.14142966093031145,0.8098575926301637,0.693049055074616,0.201180168228069,0.894229223302685,0.5865509450028958,0.09143544877794928,0.6779863937808451
polarity,it just had to snow and cancel our Vball tournament today ... :water_pistol: :enraged_face: :enraged_face: :enraged_face: #ball #is  #life,0,0.06058185,0.0057541463,0.49617544,0.70041734,0.15704925,0.040373787,0.44320074,0.22975887,0.3264926,0.91835326,0.25528198,0.08878752,0.6718720453058169,0.097964808929219,0.7698368542350359,0.6236105519607545,0.0854326286698199,0.7090431806305745,0.5238479810883118,0.021529763958206674,0.5453777450465185
polarity,Eskom load-shedding hammers the Rand again : HTTPURL Current spot rate USD 1 = R11 . 45 HTTPURL #VivaANCviva ,0,0.9610038,0.9478195,0.028663807,0.9811445,0.04659097,0.06282424,0.11928426,0.12400696,0.08283891,0.047166366,0.1102281,0.046197258,0.2577777462240158,0.0007151861861380332,0.2584929324101538,0.5835987999670813,0.16393840939045565,0.747537209357537,0.2982987340386864,0.001155901997117869,0.29945463603580424
polarity,Pulis is available . Will guarantee we stay up ,1,0.99782157,0.99666613,0.23367696,0.98963284,0.98059916,0.96926636,0.9555358,0.9600661,0.23381758,0.25918376,0.65038675,0.80889136,0.6928624951825068,0.061576569074982615,0.7544390642574894,0.49417206435476624,0.10860353803404664,0.6027756023888129,0.1471529078041736,9.199422521027481e-05,0.14724490202938387
polarity,"@USER to tell you the truth , that may have been the smartest thing you 've ever tweeted .  #ireallythinkyouareafuckingidiot",1,0.99206686,0.9942919,0.86835915,0.9879792,0.98827493,0.9904034,0.97039366,0.9577446,0.98781383,0.9797895,0.792928,0.91912556,0.27897881822280135,0.006080382061928621,0.28505920028473,0.16579530346893806,0.0028458200841610195,0.16864112355309907,0.11060266026424742,0.0001802098051533694,0.1107828700694008
polarity,"I love seeing a guy go 50 and texting in a school zone , #soproud  #gpabdrivers",1,0.9967901,0.99445397,0.9478133,0.9844453,0.9921485,0.99106616,0.9770007,0.97359836,0.99475104,0.97948545,0.9484851,0.95938826,0.1329038467279177,0.0003192437059665194,0.13322309043388422,0.09461132372095729,0.0003858754703671694,0.09499719919132446,0.08427593398670277,6.80795073788999e-05,0.08434401349408167
polarity,@USER I do n't think I 've ever even made weed brownies in my life ... idk where you get this bizarre idea from lol,0,0.0057757455,0.0027498638,0.81161875,0.28700626,0.026325863,0.026907971,0.09561588,0.1648459,0.041871566,0.07021722,0.9042238,0.19356647,0.6129424252815738,0.12395512807041473,0.7368975533519886,0.5898937253542365,0.10867322154091402,0.6985669468951505,0.2749030174065542,0.0032831056650766905,0.2781861230716309
polarity,"@USER Cause of all the things in life this seems to be in #Balance . | Music - Medicine , @USER - Doctor | #SuperDayLineUp",0,0.00328913,0.0024887386,0.050732303,0.033575673,0.05115502,0.024698058,0.084081255,0.09453752,0.2636266,0.27125105,0.1436567,0.25561005,0.5435138724402013,0.002723355364178751,0.5462372278043801,0.10769628212676241,0.00042230993293473267,0.10811859205969715,0.2368085508180069,0.0007612123194959465,0.23756976313750283
polarity,@USER which would ALSO push rates up :) is n't this a fun game ? ,1,0.9965089,0.99527174,0.9679409,0.9902766,0.99103206,0.99019647,0.97006255,0.95849013,0.5916854,0.05086721,0.8840783,0.92340285,0.6676127940817538,0.12156999831510554,0.7891827923968593,0.06719891014719104,0.00013295703033567498,0.06733186717752672,0.10782157496129431,0.0001902489627394683,0.10801182392403377
polarity,"As a girl , my reason not to put on makeup is I 'm satisfied with my face , unlike you bitch ! | |  #winter",0,0.7490195,0.7445388,0.6368942,0.987186,0.814435,0.19427285,0.9402302,0.94827366,0.15861456,0.06280331,0.622713,0.48358187,0.6355357460640869,0.05250511494076742,0.6880408610048543,0.5276541623006386,0.01640530062619188,0.5440594629268304,0.5888432998789244,0.09646078739341928,0.6853040872723436
polarity,@USER should n't you 's be in school ? ?,0,0.003315481,0.001800045,0.95359683,0.86034614,0.036902536,0.062836565,0.8306083,0.937118,0.05948932,0.0358732,0.8692161,0.9589327,0.6924156854107816,0.1887351169396917,0.8811508023504733,0.6890490989243175,0.20557829360194158,0.8946273925262591,0.6909498912391301,0.17538844225852446,0.8663383334976545
polarity,"tried to export an azure vm , well that went ok  #vmcorrupt #thankyoumicrosoft #startalloveragain",1,0.99720675,0.99478793,0.15231621,0.9684286,0.99211323,0.9911464,0.97002673,0.9633252,0.99484754,0.97556686,0.41264725,0.24644044,0.6427609483318844,0.11097316481141883,0.7537341131433032,0.5291957242336908,0.13069793147365164,0.6598936557073424,0.10131785311588715,0.0001614043155293499,0.1014792574314165
polarity,"@USER its my workhorse , practically glued to my hand HTTPURL",0,0.0038203057,0.0011543152,0.024790805,0.021618476,0.039012138,0.05365208,0.058274884,0.07205647,0.92784506,0.72640514,0.104196884,0.06794992,0.6893751834928907,0.14252589024827378,0.8319010737411645,0.06870379515602512,0.00010944833817894957,0.06881324349420408,0.21510656358874788,0.00013920832270750103,0.21524577191145539
polarity,I just love working Sunday 's .  HTTPURL,1,0.99531883,0.99548846,0.0764165,0.9873124,0.9915503,0.9908778,0.97424513,0.97038347,0.9922057,0.97546023,0.21516089,0.42052454,0.6469264378508667,0.11619258321212106,0.7631190210629877,0.5468547063994429,0.15743356750170537,0.7042882739011482,0.09109147005278148,9.122072179132491e-05,0.0911826907745728
polarity,"says women & blacks are a different "" species "" @USER @USER @USER @USER @USER",0,0.007842796,0.0019460651,0.732182,0.10079933,0.03467302,0.01791957,0.75098664,0.7586388,0.010915782,0.018306818,0.60081273,0.6969426,0.635407174285163,0.10173540285749957,0.7371425771426626,0.514872798413134,0.09218772097980933,0.6070605193929434,0.6689954767069444,0.13272644957864116,0.8017219262855855
polarity,What a joke . Thanks for the detailed response and communication with your customers .  @USER @USER,1,0.99584514,0.9921933,0.71367323,0.98909026,0.99173903,0.99055976,0.9629435,0.9548156,0.946746,0.7984796,0.8275817,0.24908349,0.6061557338528271,0.07251620190648102,0.6786719357593081,0.2721237943660886,0.014569846862269711,0.2866936412283583,0.11685382194432246,0.000268767403598869,0.11712258934792133
polarity,Happy holidays from me and my boy Carl #lrs #holiday #party :smirking_face: :smiling_face_with_sunglasses: :smiling_face_with_sunglasses: :Christmas_tree: :Christmas_tree: HTTPURL,0,0.0072985236,0.0019054452,0.040849976,0.017457798,0.036780007,0.06210372,0.09800224,0.13818023,0.08203047,0.8136938,0.07897353,0.03278502,0.5643810054715129,0.10559571649878352,0.6699767219702965,0.08562617499599978,0.00022273389109650005,0.08584890888709629,0.2878735609600255,0.0014601292169045626,0.28933369017693006
polarity,Shoutout to my mom for being hella supportive of me ,1,0.99794966,0.99663615,0.9326258,0.9893931,0.9916442,0.99082196,0.97231764,0.96502876,0.97575766,0.9779012,0.8396837,0.7519918,0.35411285181241564,0.0091513050684733,0.3632641568808889,0.10132444526565965,0.0007321537339105202,0.10205659899957016,0.09822142600488111,0.00013396252768759962,0.09835538853256871
polarity,Weather bomb . Weather . Bomb . | | I applaud the media 's innovation in helping to sensationalise the usual autumn climate ,1,0.9962136,0.9949373,0.90196323,0.98801684,0.99188787,0.9910545,0.97518176,0.9735782,0.9870897,0.9778593,0.89962566,0.84824175,0.25825979576716224,0.0032859643561890164,0.26154576012335123,0.13375794754772577,0.0015655776446458192,0.1353235251923716,0.08642366081759309,7.343556086681877e-05,0.08649709637845991
polarity,This photo of @USER ' s pool via @USER has really brightened up my morning ...  HTTPURL,1,0.99273187,0.99247193,0.03840318,0.98801893,0.9912401,0.9897064,0.0932293,0.29894724,0.97753006,0.88080955,0.115507476,0.034453876,0.6931385652889501,0.18440033491639718,0.8775389002053473,0.5591194651601337,0.17017516309456177,0.7292946282546955,0.6756421957980945,0.1630521519965918,0.8386943477946862
polarity,#LOL with all due #Respect to #KobeBryant .. he is  #MJ ^ _ ^ but damn near #Close ! ! #Legends HTTPURL,0,0.013308056,0.09666059,0.12929465,0.0263608,0.020590816,0.02380984,0.1346752,0.09346365,0.017761063,0.02736035,0.12231205,0.07050392,0.22554631600971625,0.0017103837160897986,0.22725669972580606,0.2442416272898117,0.0023233330537388605,0.24656496034355055,0.24878750939769229,0.0023235769920132367,0.25111108638970553
polarity,What a golden morning . :unamused_face: ,1,0.99812955,0.996573,0.5972316,0.9914209,0.9916931,0.99060506,0.9732965,0.97298324,0.99623543,0.97328985,0.5840817,0.44052383,0.5639413999140976,0.058446503581313064,0.6223879034954107,0.3341311069536224,0.029728243579361734,0.3638593505329841,0.08957154130030265,8.124315656467496e-05,0.08965278445686732
polarity,@USER @USER I believe we have n that 's y we SUCK .,0,0.0027110043,0.0015569534,0.27193663,0.15207243,0.03868701,0.13967445,0.87907064,0.95027727,0.97896564,0.9606808,0.8435294,0.90568465,0.27332565298151906,0.002791232257118019,0.2761168852386371,0.34034369099201806,0.012807506844391168,0.35315119783640925,0.6931397492433224,0.17226837202943895,0.8654081212727613
polarity,Oh how I love that my ass is too big to fit into my jeans anymore .  #bigbootybitches,1,0.9945697,0.9944382,0.99431956,0.98431075,0.9921147,0.99163365,0.9745029,0.9724219,0.9861806,0.98956686,0.8719008,0.92216927,0.22016010011528675,0.0023802153564418177,0.22254031547172856,0.04702989113470883,1.9255094621268758e-05,0.047049146229330104,0.08746450252672228,8.531861092546945e-05,0.08754982113764774
polarity, #Bra #Fitting #Guide #How #diy #crafts | Please RT : HTTPURL HTTPURL,0,0.0029586677,0.0021221905,0.019452369,0.0059208,0.013041267,0.014839643,0.07138395,0.040616352,0.018570414,0.008316823,0.07624181,0.045201212,0.15855887276854316,0.0006923816363844991,0.15925125440492766,0.044721850744370004,4.871149906372259e-05,0.044770562243433724,0.15161596556179335,0.0005609894122689767,0.15217695497406233
polarity,@USER your busy staff  standing about when people queue #joke HTTPURL,1,0.015461062,0.014574866,0.16896807,0.5046375,0.9782395,0.95763886,0.69056416,0.85970116,0.27604455,0.41263726,0.09735034,0.9520216,0.6845455074772554,0.10177115200435503,0.7863166594816104,0.46513519583430274,0.03997071170398492,0.5051059075382877,0.3834565195136065,0.012922552430803803,0.3963790719444103
polarity,"There 's a reason I do n't tell my parents anything , cause I always get THE most positive responses ",1,0.99501723,0.99559695,0.4562631,0.9847081,0.7785007,0.98138106,0.542611,0.61401355,0.79609734,0.9791701,0.09150492,0.1478684,0.6931203843389622,0.1520222314071269,0.8451426157460891,0.40876392559178143,0.05378851960398984,0.46255244519577127,0.5841256299491293,0.028527299416090526,0.6126529293652199
polarity,Some guy chattin shit to me on the bus saying I look like snoop dogg #KMT  #again,0,0.45495015,0.1682362,0.21187408,0.93813455,0.3288979,0.20834665,0.65702444,0.92030585,0.39026645,0.39934686,0.120794296,0.38363788,0.6294879516526726,0.013729167886312016,0.6432171195389846,0.6867032606251601,0.09355375209517783,0.7802570127203379,0.6915053555903737,0.07809235975047805,0.7695977153408518
polarity,@USER @USER I guess that means MSM will dig something up to smear Barkley now . #Ferguson,0,0.007960104,0.0020730372,0.9934871,0.53177226,0.28492728,0.96262014,0.9696767,0.95409614,0.48966235,0.58409363,0.85838825,0.9527518,0.5917935682771097,0.036211172444490416,0.6280047407216002,0.6659047493559451,0.17014631226265073,0.8360510616185959,0.5101828245271834,0.08601884695899767,0.5962016714861811
polarity,@USER mocking a spiritually precious holiday for millions is just so courageous of you ...  #shameonyou,1,0.9909027,0.99515694,0.9374506,0.9782244,0.9903561,0.991488,0.964924,0.9659593,0.9548538,0.98807925,0.89120036,0.96751964,0.1972966126741886,0.0013093102403215174,0.19860592291451012,0.11531422740843267,0.0005197000122977996,0.11583392742073047,0.10503309128803041,0.0001626068265025002,0.10519569811453292
polarity,@USER still out w / back sprain ?,0,0.004020473,0.0018354981,0.11172643,0.06927178,0.01865237,0.015002926,0.08726417,0.09897154,0.026927475,0.016264394,0.61117125,0.17426464,0.510165383484341,0.058308022564153614,0.5684734060484946,0.18872234262532367,0.002143071668173559,0.19086541429349724,0.21290469747478213,0.0014738465402539666,0.2143785440150361
polarity,"Sony Studio Bosses To Employees : Do n't Worry , We 'll Be Fine HTTPURL I know I 'd feel better .  HTTPURL",1,0.9921886,0.96813166,0.04911192,0.97332644,0.698473,0.9855833,0.17375737,0.2734459,0.081594676,0.10453038,0.20300855,0.19212255,0.4144939515513997,0.0028107893410300733,0.41730474089242975,0.5670211843407796,0.1618203055643499,0.7288414899051295,0.6909919955035573,0.10715910453621767,0.798151100039775
polarity,Just flossed and then ate right after #inconvenient ,1,0.9927233,0.99331,0.047356986,0.9754233,0.871757,0.5843758,0.9482307,0.9347459,0.73984003,0.10972788,0.10176375,0.20936984,0.6023086338911452,0.06919701883245521,0.6715056527236004,0.559901492109593,0.1656544514860598,0.7255559435956528,0.44822962761101104,0.0217334510929625,0.4699630787039735
polarity,Love coming to school knowing I have tests all day ,1,0.9963116,0.9967957,0.9941843,0.9905896,0.9917562,0.99137336,0.9713392,0.96751994,0.9882578,0.98981994,0.93377054,0.96904516,0.13396488549591548,0.0005098658037505985,0.13447475129966607,0.03425566974446109,5.984874834999987e-06,0.03426165461929609,0.09609783800445434,0.00012433354461267518,0.09622217154906702
polarity,Happy Monday !  Hate mondays .,1,0.9901703,0.9883916,0.320664,0.9746727,0.9901558,0.9897557,0.5233231,0.5034341,0.9189848,0.9692416,0.1134356,0.9084309,0.5857067625944921,0.1262291263915419,0.711935888986034,0.4736985810017332,0.08264111005086247,0.5563396910525956,0.56049614072296,0.05683091152565688,0.6173270522486168
polarity,Gawd ! I love 9am lectures and 4-6 pm lectures . ,1,0.99575585,0.9964857,0.9944944,0.98871255,0.9916971,0.99090976,0.9470404,0.96166986,0.9827184,0.98876965,0.93087316,0.9791875,0.13339371245981796,0.0005321943996630196,0.13392590685948097,0.037380893238253804,9.346808628124977e-06,0.03739024004688193,0.12476536996172755,0.0003681243437433998,0.12513349430547094
polarity,HTTPURL I forked node ! Get ready for the future . ( Where 's my interviews ) ,0,0.97719425,0.92089283,0.019835636,0.9662281,0.6983526,0.7694382,0.08150941,0.06292124,0.037452962,0.01576494,0.2049422,0.04547557,0.2686620089353502,0.00566798379392976,0.27432999272927994,0.5919705711289174,0.16434022947630986,0.7563108006052273,0.67423107583837,0.11012996573691503,0.7843610415752851
polarity,so it 's claimed that 99 % of all russian athletes take performance enhancing drugs . there is a surprise ,1,0.994796,0.9934542,0.99490345,0.9864442,0.99123365,0.99035335,0.97224,0.9675019,0.9828539,0.9898179,0.9181179,0.94884366,0.16823533683299374,0.0008224871305007991,0.16905782396349453,0.04465867666790918,1.2147742006718791e-05,0.0446708244099159,0.0967433202314513,0.00011234133958812478,0.09685566157103942
polarity,Do n't you just love those people who wo n't shut up in class then hold everyone back by asking the teacher to repeat answers ? ,1,0.9926238,0.9932488,0.949554,0.9876867,0.99046457,0.9901175,0.9501419,0.9655006,0.88276994,0.939693,0.9229249,0.93955284,0.27574224245996537,0.0005396644072409001,0.2762819068672063,0.0949943561331649,0.00032962803538687485,0.09532398416855177,0.12034667301980967,0.0002930729998959186,0.12063974601970559
polarity,@USER Glad to see someone has finally realised how funny Mark Lawrenson is and given him more work . He is a hoot .  #goodgrief,1,0.9727032,0.9952673,0.99384177,0.9795815,0.99122345,0.99128646,0.97162265,0.9692453,0.96555114,0.99055207,0.91871744,0.7856172,0.2905542106308684,0.006254303351105618,0.296808513981974,0.07642027750614978,9.092003245241848e-05,0.07651119753860221,0.09473415713592195,0.00010908527245042491,0.09484324240837237
polarity,"Day 4 "" joyous day "" #decemberchallenge #picture speaks for itself #costateguise #beach #peace #2nd home # ... HTTPURL",0,0.0057433234,0.0021468296,0.029490106,0.0077009764,0.013713732,0.013706768,0.04436896,0.038415816,0.021763276,0.019113475,0.09099973,0.35282165,0.3692586502143185,0.018717490782224972,0.38797614099654343,0.061760468917066505,0.00011462164602886595,0.06187509056309537,0.1261244515692374,0.00019600518756051477,0.12632045675679793
polarity,"Rodgers needs to go man , did n't think I would ever say it but he has bought some shit players there  #good #enough",0,0.045139443,0.045701124,0.9885964,0.9699524,0.047794625,0.02364247,0.3109866,0.07167105,0.07151349,0.02574866,0.20262742,0.10543629,0.3279986887241823,0.004219898033102826,0.3322185867572851,0.6928422338650131,0.21806436700369214,0.9109066008687052,0.3538196210079706,0.01328554699877507,0.36710516800674564
polarity,#Germany - - #ECB 's #Weidmann #says #German #2015 #growth #may #be #better #than #expected . HTTPURL via @USER,0,0.0030022655,0.0018940603,0.062977836,0.006950216,0.018591937,0.01611765,0.17366013,0.04010733,0.0155861415,0.007704523,0.07556992,0.051757764,0.16041728778427627,0.0007551236745961952,0.16117241145887248,0.09295982181933983,0.0006568606284881982,0.09361668244782803,0.23275935905458597,0.004234166678205056,0.23699352573279103
polarity,Time for babygirl and I to get our beauty sleep :sleeping_face: :ZZZ: :ZZZ:,0,0.13069403,0.0061041894,0.774771,0.8132253,0.026177939,0.032724556,0.23972107,0.08221877,0.12108684,0.06382079,0.84472847,0.14238742,0.6048212011131819,0.10229142465047736,0.7071126257636593,0.6836498165720366,0.13374866201722319,0.8173984785892598,0.3144302585016086,0.0074305193914699,0.3218607778930785
polarity,@USER @USER Can we bring back Youkilis ? Remember when 30 year old Youk charged mound & 19 year old Porcello dropped him ? #RedSox,0,0.0072286185,0.0017954635,0.96112347,0.04591797,0.08534928,0.07392111,0.91241294,0.863555,0.03139204,0.025060767,0.31564417,0.38468593,0.485054654445807,0.02651197923277526,0.5115666336785822,0.5667047229081363,0.16695624372976928,0.7336609666379056,0.6926228276679346,0.16367164818232421,0.8562944758502589
polarity,"#Ukraine 's #President to #meet #Russian , #French , #German #leaders , #rules #out #offensive . HTTPURL via @USER",0,0.003947202,0.0018157898,0.028225336,0.006536465,0.014331007,0.012282423,0.21574543,0.03604281,0.016857142,0.008659106,0.08265116,0.22786888,0.2884533501214619,0.007721121840430664,0.29617447196189256,0.05660353820513586,0.00011192693884124403,0.05671546514397711,0.25260412064816573,0.007206134482567189,0.2598102551307329
polarity,@USER @USER he captures the spirit of devolution so well ,1,0.9896975,0.99421656,0.8981795,0.9795563,0.98924273,0.9894398,0.21878006,0.91047215,0.9675509,0.97894806,0.8723987,0.39169326,0.4967099076064626,0.058005909015769894,0.5547158166222325,0.15034389322750635,0.0015349396162296753,0.15187883284373602,0.5306991844446459,0.10490049005910052,0.6355996745037464
polarity,In other news i havent had a good nights sleep in a week . I feel great . ,1,0.99517006,0.99631006,0.5744883,0.98386014,0.9891501,0.9914349,0.9619179,0.94239116,0.9493076,0.97870207,0.085623145,0.81203496,0.6053287913172036,0.1324187916983937,0.7377475830155973,0.35179899306528306,0.0326735161368496,0.38447250920213266,0.13046303988216748,0.0004119404246886753,0.13087498030685615
polarity,"its not that so much as his lies and deceit , @USER @USER @USER @USER @USER",0,0.0027185706,0.0021484545,0.26580983,0.045312982,0.01615132,0.017209785,0.38775852,0.16221079,0.022855045,0.015385287,0.8305692,0.91524136,0.6873065465239065,0.18314040171745377,0.8704469482413604,0.27631396315018797,0.011939436064396462,0.2882533992145844,0.4154116822019176,0.023039364699121267,0.43845104690103887
polarity,@USER @USER least I could do for barging into your convo !,0,0.0036411225,0.0018099749,0.9896339,0.79138434,0.06155454,0.05083679,0.94767547,0.23278108,0.9573498,0.98500353,0.79708004,0.9574093,0.26836302972623943,0.005514579970552569,0.273877609696792,0.6874368831143889,0.20195319751026136,0.8893900806246502,0.6292668839109471,0.13519631451316985,0.7644631984241169
polarity,@USER @USER I expected some sort of apple quip but that 's why you guys do the jokes and I do the news tbh,0,0.011461562,0.0016911912,0.98734784,0.42753527,0.35945907,0.061074447,0.9355455,0.87294424,0.3982358,0.049403563,0.21237388,0.16107185,0.5076236897673568,0.015883521930176794,0.5235072116975337,0.6516778205838205,0.16198869628286272,0.8136665168666832,0.6865763172978351,0.13202044243483158,0.8185967597326667
polarity,#BBC #News - - #Denmark #challenges #Russia and #Canada #over #North #Pole . HTTPURL,0,0.0042217816,0.0020080046,0.025177952,0.008733352,0.013890598,0.012523332,0.24722195,0.041320033,0.018497413,0.0077123647,0.08356573,0.05538135,0.17201991627780905,0.0009081907759698157,0.17292810705377887,0.05616355118652269,8.230736145269836e-05,0.05624585854797539,0.2756786619699752,0.009594128365671882,0.28527279033564706
polarity,I added a video to a @USER playlist HTTPURL Modere Beauty Box Review + Giveaway,0,0.0044597336,0.0022932333,0.03558437,0.022467405,0.014498741,0.019442042,0.06826554,0.057168536,0.03905046,0.019707803,0.06827257,0.042815425,0.17568973796126747,0.00029892562962082327,0.1759886635908883,0.08286138501523371,0.00018656654382518008,0.08304795155905889,0.1674471443641743,0.0005416363818180675,0.16798878074599236
polarity,Hit Them Angles And Duck Face To Hide Those Wrinkles ; ) #ThatsABossBitchRightThere . . .  ! !,1,0.97981375,0.9802342,0.36233652,0.92702836,0.9752706,0.970158,0.96920913,0.9685892,0.9632903,0.81065613,0.8195029,0.9304848,0.36496077840916524,0.004487647793850668,0.36944842620301593,0.48279273975360787,0.06797311764163758,0.5507658573952454,0.13192660350057528,6.954187762668711e-06,0.13193355768833795
polarity,It is so nice knowing you have everyone 's back and yet no one has mine . ,1,0.99219126,0.996394,0.14149836,0.9815684,0.99163646,0.99117005,0.97432005,0.9718855,0.9386732,0.8994602,0.7508975,0.19110005,0.6150144873140417,0.08955507190288922,0.704569559216931,0.5295367364937074,0.13503705900627933,0.6645737954999866,0.08913623877961019,8.44949635564256e-05,0.08922073374316661
polarity,I was watching birds fly during this photo . HTTPURL,0,0.005763875,0.0027761976,0.041630648,0.015706804,0.024546454,0.021378888,0.059193496,0.07535268,0.07071174,0.030397134,0.09751953,0.37596408,0.41153100806092785,0.018561013360896567,0.4300920214218244,0.08396044256223976,0.00023394550276707263,0.08419438806500684,0.1838811008782465,0.0005247473514172486,0.18440584822966374
polarity,Bruh . I just realized I 'm wearing her shirt . The chick who dumped me . Lmfao ,1,0.9756998,0.9899705,0.9549327,0.9820009,0.05647076,0.06545684,0.24050906,0.12446838,0.87476784,0.0832881,0.73896044,0.17048949,0.6909512338871378,0.11884758399105377,0.8097988178781915,0.11451319292075984,0.00016865491164687503,0.11468184783240672,0.37035039005202297,0.005385350176330199,0.37573574022835315
polarity,These guys are just amazing #gottalisten @USER The Allman Brothers Band - Stormy Monday ( At Fil ... : HTTPURL,0,0.005471937,0.0025112869,0.10764514,0.013235932,0.037421312,0.0329955,0.051783316,0.038890287,0.93847334,0.26278722,0.16651332,0.053847738,0.6507287287720214,0.11879089782999716,0.7695196266020186,0.14236301902166673,0.0019118532571259042,0.14427487227879263,0.16880952961076318,4.887334993287821e-05,0.16885840296069604
polarity,"Loooooool RT @USER : Monday is done , Friday is around the corner",0,0.036013313,0.0026344003,0.7614163,0.64594626,0.0596228,0.10195827,0.3737417,0.1333356,0.8983697,0.853699,0.10166367,0.2235361,0.692400690736408,0.12935322904153343,0.8217539197779414,0.6542778201570429,0.11889220596739228,0.7731700261244352,0.4513616957415273,0.014908900926179674,0.466270596667707
polarity,#Arizona #Court #Of #Appeals #Decides  #To #Retry #Milke : Thursday the Arizona Court of Appeals ordered a lower ... HTTPURL,0,0.0043599573,0.007045051,0.1625576,0.26528892,0.0152816735,0.014877543,0.14861304,0.045888282,0.021628287,0.013267401,0.22834793,0.15741459,0.3362846808120986,0.008331901254639838,0.34461658206673845,0.34612394087312837,0.012159087521326346,0.3582830283944547,0.2162826918507089,0.0030070878809632696,0.21928977973167216
