,tweets,class
69035,@hamptonbyhilton thanks for helping us get our weekend off to a great start.... Not really. #sarcasm #shitty #pissed,sarcasm
69036,"Reason why i hate everyone! #Sarcasm 
sarcasm_only's photo https://t.co/CEf1sYafVK",sarcasm
69037,Can't wait to see the new 'distance to target' feature on @SkySportsRL tonight. #sarcasm #cluelesssky #pointless #notneeded,sarcasm
69038,Thanks #EPA #sarcasm Animas River fouled by 1 million gallons of contaminated mine water: http://t.co/FVRD4zghvy via @finleybruce,sarcasm
69039,I totally love being reminded of my college self. #sarcasm or not? #youdecide,sarcasm
69040,seems farfetched #sarcastic #nutrition https://t.co/ibnX2S9S6B,sarcasm
69041,#Sarcasm game so strong http://t.co/j7Nws6l0DN,sarcasm
69042,"@rusty_schroeder @pmatons @patriot_girl_77 @Lg4Lg I was disappointed with the debate overall. Everyone's hair looked great though;)
#sarcasm",sarcasm
69043,SIGNALLING PROBLEMS ARE AWESOME #sarcasm #trains #reading,sarcasm
69044,Well done the Aussies for stretching the game into a third day. You must be very proud. And rightly so. #Ashes2015 #sarcasm,sarcasm
69045,@FGW how's this for #FRAMEYOURTRAIN ?? Oh &amp; thanks for the heartfelt &amp; genuine updates... #sarcasm http://t.co/bimnHnYOt9,sarcasm
69046,👌👌 Just what I needed! #sarcasm 👏 https://t.co/32n14irXOS,sarcasm
69047,I've gotten so busy that I forgot to thank @EtihadAirways for destroying my luggage. You guys did a really good job! #sarcasm #feedback,sarcasm
69048,@NYPost_Mets They play basketball there too? #sarcasm,sarcasm
69049,Photo: seems farfetched #sarcastic #nutrition http://t.co/CoMxpIJ9JA,sarcasm
69050,I am glad to know Kate was with JV in that last tweet. #sarcasm #ugh,sarcasm
69051,Bee stings are so fun when you’re allergic! #sarcasm,sarcasm
69052,Welcome to #defcon !!! Hardly anybody is here come on out!! #sarcasm #Defcon23 http://t.co/t93lsUXMzz,sarcasm
69053,"Hairstylist pendant, shear genius, cutting shears, funny jewelry, resin jew… https://t.co/37Fww2sX5A #Funny #Sarcasm http://t.co/JC45AMPINf",sarcasm
69054,#CRITICISM #Constructive criticism good. Listen see if they have a point. #Sarcastic critcism in 1 ear out the other,sarcasm
69055,"You know, for someone who has a family and wants to remarry, you sure know how to properly finalize your divorce ASAP. #sarcasm",sarcasm
69056,Lol.... He has hair!! That's huge;) #snarky #sarcasm @rusty_schroeder @pmatons @patriot_girl_77 @Lg4Lg,sarcasm
69057,About to see fantastic 4... Heard it's a great movie! #sarcasm #worstmovieever,sarcasm
69058,@ComplexPop that'll really work out well. #sarcasm,sarcasm
69059,@FredMiller24 #sarcasm   They under performed/ were hit.  Gotta move on.,sarcasm
69060,"“Eat a live frog first thing in the morning, and nothing worse will happen  to you the rest of the day.”- Mark Twain #sarcasm @ComedyPosts",sarcasm
69061,"One leg down. One more to go. My life is SO exciting, can't you tell? #sarcasm",sarcasm
69062,@chelseayouth welp there goes the academy. #sarcasm,sarcasm
69063,"If @realDonaldTrump can get legitimate high speed internet to my house (no hot spot), I will vote for him. Thanks @ATT #sarcasm",sarcasm
69064,"The Dow would go to 36,000 in a heartbeat if only Jeff Ubben and ValueAct would take a stake in all 30 Dow stocks. $AXP #sarcasm",sarcasm
69065,"@domfromgfield @Indians dude , it's a joke.  Nick@has@been hurt and Bourne has sucked.  #sarcasm",sarcasm
69066,We could fix this by calling up ABW... #sarcasm #MNTwins https://t.co/TyLtPq4fxd,sarcasm
69067,"So good news, Moscow was voted the rudest city in the world. I'm going to come back such a sweetheart. #Sarcasm",sarcasm
69068,"One good thing about vacation is I got to hear ""Margaritaville"" a million times, can't get enough of that song #sarcasm",sarcasm
69069,Does Kendrick dare challenge the 6 God??  #sarcasm 😂,sarcasm
69070,"Penske has two @NASCAR_XFINITY cars this weekend.  Sure glad neither one will have Ryan Blaney in it.  

#Sarcasm",sarcasm
69071,@RachelRileyRR I am very proud to say that my country Sweden remained neutral during the 2 world wars and did nothing. #sarcasm,sarcasm
69072,a special thank you goes out to @USPS &amp; @FedEx for losing my $200 package... much appreciated #sarcasm #pissed,sarcasm
69073,Good old Bob #TGIF #bobross #lol #quotes #sarcasm #legend #Repost https://t.co/9Ymdo6p0GC,sarcasm
69074,Why am I looking at @FoxNews's Twitter? It's just making me angry. Glad to see this news station is remaining completely impartial #sarcasm,sarcasm
69075,"I have news. My last day at @CNNMoney is Jan. 19, 2017. I've accepted offer to be @realDonaldTrump's press secretary. @Carl_C_Icahn #sarcasm",sarcasm
69076,And the morons are moving in.....#yay #sarcasm #stupidneighbors,sarcasm
69077,America will be a wonderful place for women if he gets into power. #sarcasm #DonaldTrumpforPresident  https://t.co/ugQ1ir1nX4,sarcasm
69078,Burst out laughing as soon as I read this card! https://t.co/ICYANh6CJn #sarcasm #greetingcard,sarcasm
69079,"Caught some monsters today, photo credit to logan_duras #bigfish #yourejealous #sarcasm #baitsize🎣 https://t.co/byjAlVMX6N",sarcasm
69080,Here I am. Woman-Hater. #sarcasm #DefundPP #PPSellsBabyParts #AnotherBoy #DefendtheVoiceless #SpeakforThem https://t.co/7WkjwalQZQ,sarcasm
69081,After his big weekend Shaw finally able to crack potent Sox lineup #sarcasm #RedSoxNation,sarcasm
69082,@RyanOttley invincible is black --- man you spoil everything. #sarcasm,sarcasm
69083,@biflefever that just screams Clarke. #sarcasm,sarcasm
69084,Since there's no trains moving on the track anyway it would be perfectly safe @FGW #letapassengergethome #sarcasm,sarcasm
69085,@GaryOrmiston1 Gutted for Eastmond #Sarcasm,sarcasm
69086,@EliotShorrParks he's black. Chip won't want him #sarcasm,sarcasm
69087,@greateranglia running late again..... So unlike the service #sarcasm #whatgoodisatimetableifyouarenotgoingtokeep2it,sarcasm
69088,key to happiness #avoidassholes #Humor #sarcasm http://t.co/geSFhVRO3o,sarcasm
69089,How the @Cocacola #infographic went viral and spawned hilarious parodies http://t.co/HWuxtpBZKQ #sarcasm,sarcasm
69090,Enjoy being the bottom of Division I forever! #Sarcasm  https://t.co/hwi9U6La39,sarcasm
69091,See ya later @NickSwisher &amp; #Bourn it's been great? #sarcasm #ThankGod #NoMoreBroOhio,sarcasm
69092,When I see someone driving a PT Cruiser with flames on it I just think whoa that guy is badass... #sarcasm,sarcasm
69093,"#presidentialdebate #DonaldTrump was the first person to EVER talk about illegal immigration. Thank you for that, Donald. #sarcasm",sarcasm
69094,Read a tweet somewhere that Aldon Smith was released and for the life of me cannot find it!! #sarcasm,sarcasm
69095,@MLBONFOX @coutinho9 How did those players clear waivers??????????? #sarcasm,sarcasm
69096,@J_Baldwin_Does WHATEVER BRO HE'S GOING TO FIX THE COUNTRY WITH HIS SAVY BUSINESS TACTICS! #corportionsrule #sarcasm,sarcasm
69097,"Oh goody, the software manual is only 844 pages long. That's just the sort of light summer reading I enjoy on a Friday afternoon. #sarcasm",sarcasm
69098,@realDonaldTrump can't wait to hear more about this lovely gate. Sounds like something the founders REALLY would have been into. 😅 #sarcasm,sarcasm
69099,The Only Running I do Is LATE  http://t.co/x2TUQQDKtO  @Etsy #lol #fun #funny #sarcasm #late http://t.co/BkKdVnV6wz,sarcasm
69100,To zee gym I go. Arms &amp; abs today. Woo! #Sarcastic #NotFeelingIt #OhWell #GottaGetMoving,sarcasm
69101,Shocked at the lack of chatter about George Pataki #gopdebate #sarcasm,sarcasm
69102,@daniel_doelling i haven't gotten better at computers since 2004 but I am very #sarcastic and #funny.,sarcasm
69103,Great timing for the Bills to tweet out a photo of Carl Paladino. #sarcasm,sarcasm
69104,"""Endlösung"" has range of different meanings in Nazi hermeneutics. Narrowing it down to genocide is simplistic #TweetLikeAnApologist #Sarcasm",sarcasm
69105,A personal thanks to @ChipotleTweets for being super accommodating to moms with infants. #not #sarcasm #notmomfriendly,sarcasm
69106,I have one class in which I actually have friends. This is going to be the best school year ever!! #sarcasm,sarcasm
69107,It's great that when you unsubscribe from a mailing list you get sent yet another email to confirm your opt-out #unsubscribe #sarcasm,sarcasm
69108,After all of these fees I basically bought a 3rd ticket. SO CONVENIENT THO @axs #sarcasm #ripoff #feesonfees #notok http://t.co/eVOHKKC0ko,sarcasm
69109,You guys can't handle parties at my house.... #weekender #sarcasm https://t.co/i1bPSuYwFO,sarcasm
69110,@dnel0780 ahhh ok. I ran out of space so I could add the #sarcasm,sarcasm
69111,My 6YO just received a letter from our health insurance company telling her she should quit smoking. HOW DO THEY KNOW? #sarcasm #dontcallCPS,sarcasm
69112,@purplebuckeye Nope. Totally scorched earth. So looking forward to watching them. #Sarcasm,sarcasm
69113,Me every day #life #sarcasm #simpsons http://t.co/GQDQJ0kv9O,sarcasm
69114,Thank you for creeping through my IG and commenting on my pictures now I'm all of a suddenly attracted to you 😒 #sarcasm #goaway,sarcasm
69115,@JacobCHatch Do the 49ers have any players left for this season? #sarcasm,sarcasm
69116,He who introduces #Sarcasm in #Intellect discussions is a moron,sarcasm
69117,@lizmccarthy23 @Theaprilblake Thanks for the invite..... #sarcasm,sarcasm
69118,@Faeldam @Derek_777 never know Harpper has been known to bite #sarcasm 😂,sarcasm
69119,@yclphoto meh. Nature is so boring and uninspiring. I prefer strip mall weddings #sarcasm #youaregreatclinton #letmeknowifihavegonetoofar,sarcasm
69120,@bmoe_careful lmaooo yea this look like a nigga thats beefin wit meek #sarcasm http://t.co/cPzm6lDFIE,sarcasm
69121,"Awesome T-shirt, my name is awesome, graphic tee, statement Tshirt, gifts u… https://t.co/DAqH0sql5f #Funny #Sarcasm http://t.co/PaiuiiXVXx",sarcasm
69122,Thanks for making me dinner. #salty #sarcasm,sarcasm
69123,@OttawaPolice @OttawaBylaw Way to encourage vigilante justice. #sarcasm,sarcasm
69124,This view at lunch is just the worst. Stupid mountains &amp; waterfalls getting in the way of cars. #sarcasm #SoKauai http://t.co/avNADWo0pB,sarcasm
69125,This must be a tongue in cheek comment. #sarcasm from Connie Mack. https://t.co/a2eLSu22hN,sarcasm
69126,@WMPolice there's definitely no chance he will get a slap inside #sarcasm,sarcasm
69127,"This just oozes ""presidential material"".... #sarcasm  https://t.co/a3pngVRwyl",sarcasm
69128,"That's weird, a @FlyFrontier flight is delayed. #sarcasm #myownmistake",sarcasm
69129,"I'm glad everyone is tweeting that the premier league starts tomorrow , I would have never known is they hadn't #sarcastic #avfc #FPL",sarcasm
69130,"You know, if we do you sign @Benzema, I'm taking full credit:

https://t.co/61emiCG34r

#Sarcasm",sarcasm
69131,This is fun.  #sarcasm http://t.co/SCphSzCk2o,sarcasm
69132,Hey you know what's fun? Playing Scrabble with a 4 year old. Sigh. #sarcasm #cheater,sarcasm
69133,#Sarcasm My bad to those offended. I should have subtweeted and not tagged anyone. Thats the proper way for twitter right?,sarcasm
69134,@minliangtan One of my favorite mouses https://t.co/F9AlLhYRfz #kappa #sarcasm :D:D:D,sarcasm
69135,@danconnollysun DD has done a fantastic job this year #sarcasm,sarcasm
69136,@WildEagle @TheRealDpan @breakaway_sc oh yeah so recommended.... #sarcasm,sarcasm
69137,Nicely done @UPS #sarcasm #damagedgoods http://t.co/Sb90Il68gu,sarcasm
69138,And rehabilitation of sex offenders continues #sarcasm  https://t.co/zusyaJ5db8,sarcasm
69139,It is always a magical day when the scaffolding starts to come down #sarcasm #Architecture https://t.co/SyeTV2oEg0 http://t.co/g4Q7werfGq,sarcasm
69140,"Oh n,o it's TOTALLY FINE that you refuse to message me back... even though we've gone through a bunch of shit together #sarcasm #messageme",sarcasm
69141,@ShivaniJain_ :D I love to play along #Sarcasm :),sarcasm
69142,@Derek_777 @Faeldam lol so Harper says lol... they are all jokes really might as well put May on there... #sarcasm,sarcasm
69143,"@ndnickerson Also, I realized that updating to windows 10 made my dvd/cd driver disappear. Today is awesome. #sarcasm",sarcasm
69144,Who didn't see that coming? #sarcasm,sarcasm
69145,He's so romantic 😍 #sarcasm,sarcasm
69146,"@FoxNews @CNN @msnbc I'm so, so thankful the media is here to tell me how to think,feel and determine who won the GOP debate. #sarcasm",sarcasm
69147,"@egoraptor Loving the new Channel! #sarcasm Wonder what they are trying to achieve.. O_o
https://t.co/ZRfztLZg2C",sarcasm
69148,@itschloewood sorry I should have added #sarcasm cos nobody bloody gets it anymore 😂,sarcasm
69149,You know what's a great tactic to get me to use your SEO/web design/ social media campaign sales? Tell me I have an ugly website. #sarcasm,sarcasm
69150,"@royalsreview What are his numbers for hitting opponents? I mean literally hitting them? Such a hot head, you know? #sarcasm #royals",sarcasm
69151,@PremierRacing21 @R_Martin3 @PortRoyalSpdway what the hell .. the premier guys need time off?? This isnt how they.earn a living? #sarcasm,sarcasm
69152,Oh @MyANC_ You know how to pick'em #sarcasm c/o @MbalulaFikile the ever #FIFA bribe denying Minster of 'Sports'  https://t.co/p9TUHfvU7t,sarcasm
69153,A balanced diet is a MARTINI in each hand. #sarcasm #martini,sarcasm
69154,"@KKeneally @JrehnJ @smh And is there a correlating between breast size and on field performance Ian? Well, why don't you find out.
#sarcasm",sarcasm
69155,Bravo Paul - Amazing How Few GET HIM: #Sarcasm and #Science! http://t.co/2gI58y3nVC via @NytimesKrugman #Romer #Freshwater #Economics #Lucas,sarcasm
69156,Don't say anything bad bout the great Mariners and their elite players! I might unfollow you because they're so great!!  #sarcasm,sarcasm
69157,This school year it's gonna be awesome ☺️🔫  #sarcasm #so_mad_right_now,sarcasm
69158,"Tonight will be a dual-chair cast with my best friend, Sirac (Art) Expect
- #Sarcasm and #Wit
- #Stories
- #Gameplay
- #Laughs",sarcasm
69159,Starting work today yeahh !  #sarcasm,sarcasm
69160,you mean we're not opposing argentina getting the bomb? #sarcasm  https://t.co/HInSinDejM,sarcasm
69161,@rcrawford I don’t understand what you mean. #sarcasm,sarcasm
69162,Too bad Fox didn't give the Republicans any questions they could use to bash the Democratic party. #sarcasm,sarcasm
69163,"Listening @LeBatardShow 6 months. Every producer gets their minute (or second @gicruz305), except Allison. #SEXIST #FatFace #Sarcasm",sarcasm
69164,I was yelled at on fb because I made a comment about parents thinking school supplies are excessive. I'm such a bad person. #sarcasm,sarcasm
69165,Disconnected because of baboon. Still have mercy bonus. Counts as loss?  Thanks @Bungie I'm glad this game type isn't broken. #sarcasm,sarcasm
69166,This is too simple.  How could the zombies profit from such a simple plan? #sarcasm https://t.co/r35ObiVCJM,sarcasm
69167,Nothing I like better on a day off than sitting in a dank garage editing porn when I could be at the beach!! #sarcasm #killme #thereisnogod,sarcasm
69168,@SocMedGirlyyj maybe it was hemp paper? #sarcasm,sarcasm
69169,I #travel #light . just #eight #bags . #sarcasm #firstworldproblems #toomuchshit https://t.co/VwexYJf5F1,sarcasm
69170,♡ #somuchlovehere #sarcasm #catsofinstagram #cat #catstagram #lovehim #purr #meow by whimsy.wonderful http://t.co/CqxkNf6skJ,sarcasm
69171,"@SJezegou so that Donaldson kid. He’s pretty decent, eh? #BlueJays #sarcasm 😂😂",sarcasm
69172,WOW 3rd inning great pitching and a defensive showcase #sarcasm,sarcasm
69173,Friday evening traffic is the best #sarcasm #btsf @KGWNews http://t.co/HhVCLbWRKQ,sarcasm
69174,"WOW, #Spain looks awful! #studyabroad #sarcasm https://t.co/dOujGmfJDW",sarcasm
69175,#Ashes2015: Englishman in pub last night said he was still fearful of English batting collapse! #sarcasm http://t.co/HwDMCLo9ev @ABCNews,sarcasm
69176,Finally...now I can feel like Tim the tool nan Taylor...7 Apps to Help You Get Stuff Done Around the House http://t.co/JvjFOAalf5 #sarcastic,sarcasm
69177,I’m back to testing Twitter —&gt; Facebook integration.  Yay!  #Sarcasm,sarcasm
69178,@Eich_AJ I smell a no hitter #sarcasm,sarcasm
69179,So much has changed. #sarcasm | How 'Lady Authors' Were Told to Promote Their Books in the 1960s http://t.co/mzb8wsXPrV,sarcasm
69180,@bgkod Just some #sarcasm while Hunter was screwing up last inning.,sarcasm
69181,Let's start up Chuckie Keeton for Heisman! #sarcasm  https://t.co/AmNqrv5wmB,sarcasm
69182,"So you're telling me a remake of a ""meh"" movie and a second tier (at best) comic book team is bombing? 

Noooooooo.
#sarcasm",sarcasm
69183,“@OrgasmSarcastic: #Sarcasm Rules http://t.co/ypJR5ywkHd” every damn day,sarcasm
69184,@AdrianMaxwell62 @TheTodayShow @Channel9 Why don't we just find an island and turn that into a prison. #historyrepeating #sarcasm,sarcasm
69185,@DawnAtFOX9 You forgot #Sarcasm  (kidding),sarcasm
69186,@baudyhallee @veronicacris @CloisLover this Superman has no moral compass. Definition of badass these days.Play dirty and u be cool #sarcasm,sarcasm
69187,glad to hear that every taxpaying American will be helping support James Holmes for the rest of his life #Sarcasm,sarcasm
69188,"@NintendoAmerica thank you for screwing up Miiverse, and killing TVii! #sarcasm",sarcasm
69189,@ToksOlagundoye Just 2say that waking up 2c what you've tweeted o/night always brightens my morning! #Wit #sarcasm #love Hi fm SaturdayInOZ!,sarcasm
69190,I just love when you just leave me hanging when you text me!!!!!😄😄 #sarcasm 😒,sarcasm
69191,Dinner? 🐋🐢✌✌👏👸👏👩🏡🏡👉😵👣👣🍣🍲🍞🍩🍮🍧🍩🍩🍩🍩👈😼😼 #sarcasm from the sarcastic cats ✌👸✌👩,sarcasm
69192,"Atleast some carter stans make me laugh by their utter ignorance n oh so hurtful tweets.iam literally broken. #sarcasm
#Nox everyone :)",sarcasm
69193,Tine to bust a shift yay Friday #Sarcasm,sarcasm
69194,"Troy Anthony Davis received the death penalty, but James Holmes will not. Yeah, I'm going to sleep very well tonight... #sarcasm #SMH",sarcasm
69195,"The Owl City ""Fireflies"" song is currently getting us pumped for the first pitch. Ooookay. #sarcasm",sarcasm
69196,Oh that's great. No one's done claims for three weeks. #worktweets #sarcasm,sarcasm
69197,Whats the problem with Donald Trump? #sarcastic #GOPdebate #jeb,sarcasm
69198,"Me: So everyone lives awfully ever after?
Maddy: Yes, Rena, that's exactly what happens. You're an awesome predictor of the future.
#sarcasm",sarcasm
69199,"@gnarly_unicorn Here's a link: https://t.co/NKfYyBtNdr Poor kid---the IN judge's an idiot. Sex is the devil 'round here, you know! #sarcasm",sarcasm
69200,Making friends on the FDR while in uniform and out of uniform today.... #sarcasm,sarcasm
69201,C'mon. How can you NOT call that Strike 3??? #sarcasm,sarcasm
69202,Thanks #Windows10 for turning my nice laptop into a big paper weight #Windows10Fail #sarcasm,sarcasm
69203,So glad to see the American Taxpayer will be footing the bill for someone who killed 20+ people and gets a nice life in prison. #sarcasm,sarcasm
69204,Did they just say tht most human populations r 'half-siblings' w lembus?Hope my DNA comes frm premium breeds #sarcasm http://t.co/mpCaSPvodG,sarcasm
69205,So @marcorubio paid off over $100K of student loans in 4 years? Definitely middle class. #sarcasm #GOPDebate,sarcasm
69206,"@FoxNewsBias  In the 21st century, backward #republicans soaked in #JESUS  continue to #stoke #out over #sarcastic #humor and #laughing",sarcasm
69207,@ACurrentAffair9 gee that doesn't happen very often #sarcasm,sarcasm
69208,"Ted Cruz had the most Google searches during the #GOPDebate last night. That’s means he is already President, right? #sarcasm",sarcasm
69209,@laurenbrilly because he is an idiot no Robron for at lest 2 weeks fantástic right #sarcastic @emmerdale hate you guys,sarcasm
69210,"“A player to be named later”?  So basically, no one. Nice work, Ben. #sarcasm",sarcasm
69211,"Is it just me, or does the ""thumbs up"" emoticon (👍🏻) seem incredibly sarcastic? #thumbsup #sarcasm #ImStillGonnaUseIt",sarcasm
69212,Nothing says champion of the middle class like hanging out with @KimKardashian. #sarcasm @HillaryClinton,sarcasm
69213,i gotta ask myself sometimes #realshit #sarcasm 😐 https://t.co/IaZMVh7DBh,sarcasm
69214,"@WoodysLeafs69 @CTVNews me too! You just never know though. #Truth And who needs gun control, right? 'Merica #sarcasm",sarcasm
69215,I dunno about that.  I think it should be reviewed...look like Yankee dugout interference to me lol #Sarcasm,sarcasm
69216,Thank you to @AmericanAir for providing me the opportunity to sit in an airport for hours on end. #yourethebest #sarcasm,sarcasm
69217,The @afl love a good points system. Good to see trading &amp; the draft being more understandable for the fans #sarcasm https://t.co/UPSee6B5Xe,sarcasm
69218,"Did you ever wonder about this question?

#sarcasm #condom #funny #humor #sex http://t.co/qpdqz11pmr",sarcasm
69219,"But Hollywood isn't racist. Mere coincidence, I'm sure.

smh #Sarcasm http://t.co/R5vbCFK1v8",sarcasm
69220,So many comedians became political experts when they were boozing it up as they watched the #GOPDebate. #Sarcasm,sarcasm
69221,Sitting in my sunroom with the Windows open listening to Michael Jackson on Pandora through my Bose speaker. What a life. #sarcasm,sarcasm
69222,it's a sad state of affairs that I had to #sarcasm but I have no energy for the peole who wouldn't get it #bettertobecaptainobvious,sarcasm
69223,Can't even tell if I'm being #sarcastic or not anymore #nice,sarcasm
69224,"SJ Green, the highlight machine!  Rod Black, where to you get these gems? #RiderNation #Riders #sarcasm",sarcasm
69225,"Because when people go to games on Friday they think ""can't wait to see the marching band at halftime""😒 #sarcasm http://t.co/oMoqdC6hn7",sarcasm
69226,How dare you Jen!? We should argue about all the minutiae cuz that's gonna help people! #sarcasm https://t.co/DNULFlejSW,sarcasm
69227,@rohit2decho @iHrithik Which ones? Let's hear it. Let's also see what kind of a person you are? ;) #sarcasm,sarcasm
69228,"@on_roughriders @CFLonTSN yeah I never got that either...
#sarcasm",sarcasm
69229,So I have a firm grasp on Android development. Moving to iOS. Hopefully the mighty Swift is as fun as Java. #sarcasm,sarcasm
69230,"""What did you DO to your HAIR?!""

You have NO IDEA how hard I am fighting back the #sarcasm right now. #notevenplaying #greenhairdontcare",sarcasm
69231,38 minutes in and the Muslim hate and fear-mongering begins! God I love Republicans #sarcasm,sarcasm
69232,@tlschwerz is that good? #sarcasm,sarcasm
69233,"Oh good, 80s rock. Thanks for moving on from country to music that only 50 year olds can dance to. #sarcasm http://t.co/qyCcZk8W1F",sarcasm
69234,Whaaa??? Adam Eaton got hurt with a jammes something or other? Whoaaa #sarcasm #madeofglass,sarcasm
69235,@CodyMatzFox9 who did you piss off? #sarcasm,sarcasm
69236,I'm so Dylan O'Brien 😹😹 #sarcasm #mean #teenwolf https://t.co/dvLYwwLFQR,sarcasm
69237,Hamels sucks. Send him back to Philly. #Rangers #sarcasm,sarcasm
69238,"Friday night, bottle of whiskey, no one to hang out with except my ps4, yay what a fun night #sarcasm",sarcasm
69239,@3floyds Always a terrible spot to stop... #sarcasm http://t.co/GD1Awa8OCw,sarcasm
69240,Gotta love breaking down &amp; crying in the bathroom at work. #sarcasm,sarcasm
69241,I generally do. ;) ~Freckles~ #ifyoucantsaysomethingnice #witty #sarcastic #keepinitreal http://t.co/9h72m3TB9X,sarcasm
69242,I have the happiest flight attendant on both legs of my flight. #sarcasm #misshome,sarcasm
69243,Omg I love when people are out at the pool being loud and obnoxious! #sarcasm,sarcasm
69244,"@Rushlimbang yep, the Republican Senate and Congress just love him. He gets everything done that he wants to #sarcasm",sarcasm
69245,@RealJamesWoods I heard she was moderating her own debate.  #sarcasm,sarcasm
69246,The fact that surgery #4 was the one that made my shoulder worse just makes this day even better #sarcasm,sarcasm
69247,I think I should put a number on the side of my car. It's fitting sometimes for how I drive. Gotta practice for NASCAR! #sarcasm,sarcasm
69248,"He certainly tries harder to hit home runs on the days for sure. Definitely a repeatable ""skill""  #sarcasm  https://t.co/jKrqIfgojD",sarcasm
69249,Oh good. We're fridging the women. I was worried. #Elysium #sarcasm,sarcasm
69250,about to go in my house and enjoy this lovely night alone. lol #sarcasm,sarcasm
69251,"The @Chromeo show tonight was good, but I thought it needed more strobe lights. #moreismore #sarcasm http://t.co/Zhfe7P5CyG",sarcasm
69252,"I would like to MLB for blacking out this game in my area, I'm missing a helluva game. #sarcasm",sarcasm
69253,"Could oil spills be good for the environment? Nah, just joking. Check out this skit #sarcasm http://t.co/dOzkR2LIBa http://t.co/dsGYxxDclN",sarcasm
69254,"What, people turn 24 ? I didn't know that!! #Sarcasm I turned 24 in May..  #ThoughtYouShouldKnow #Trout",sarcasm
69255,@WineAndLiberty But he has 5 million social media followers don't you know Pepper. #sarcasm,sarcasm
69256,"Any1 heard when Donald Trump's new reality series, ""The Candidate,"" will air? I figure 1Q of 2017. #sarcasm",sarcasm
69257,Me! 😂😂😂😂 lol #me #myself #sarcastic #lmao #lol https://t.co/gziuqvzDaQ,sarcasm
69258,@JoeyVilardo What does once a week have to do with being whorish #sarcasm,sarcasm
69259,Fantasy stock just went through the roof. #Sarcasm https://t.co/Md6eqg6ITa,sarcasm
69260,Haha like if anyone would even invite me to a party!!!!! #sarcasm #loner 😔,sarcasm
69261,@SombreroWatch @NPS9009 Couldn't happen to a nicer guy! #sarcasm #arrogancedoesntgetyouhits #whatajerk,sarcasm
69262,That's not the Islam I know. #sarcasm https://t.co/N6vDs0fLJw,sarcasm
69263,"@SivanJohn, u reminded me. I need to reheat last night chikuteh soup. I'm installing chicken DNA inside my body #sarcasm #lawakbudaksekolah",sarcasm
69264,@Wilnerness590 but we should had Sanchez!  He'd have only needed 5 pitches.  #sarcasm #believeinosuna #gojaysgo #justwinbaby,sarcasm
69265,@richaanirudh you have no right to dislike the biggest movie of India Baahubali and like any other small budget movie 😜 #Sarcasm,sarcasm
69266,"Ops, mother and daughter died. Damn, that's sexist. #SPNFamily #Sarcasm",sarcasm
69267,I love having multiple people mad at me at the same time. #sarcasm,sarcasm
69268,"Waiting for the so called""feminist""groups to come out in support of @megynkelly #sarcasm #notgonnahappen #doublestandardforconservativewomen",sarcasm
69269,"Nice to see @OttawaPolice use tax payers money busting Uber, not like there are real crimes &amp; murders going on in the city. #sarcasm ashamed",sarcasm
69270,@PPact  So fetuses have brains and livers and other body parts like actual humans? #sarcasm,sarcasm
69271,"Well I love all these suppose to be friends I have , you guys are the best ! . #sarcasm",sarcasm
69272,"I've become a sarcastic little shit over the years, and I love it. 😂 #igivenofucks  #sassy #sarcasm",sarcasm
69273,Mike Huckabee being religious. Shocking. #sarcasm,sarcasm
69274,Aaron Nola has something that Rodon doesn't.  Command and poise. Oh and lots of nasy movement. Glad the White Sox passed on Nola. #sarcasm,sarcasm
69275,@Azcz I have NO idea... #sarcasm,sarcasm
69276,"""safety hazard"" - 

#poems #poetry #micropoetry #sarcasm #love #dating #relationships #lgbt #lgbtq #bisexual
… http://t.co/w2aRhCS7i5",sarcasm
69277,@Jaymeson7 #sarcasm get some 😋 http://t.co/QxUDzH4mG5,sarcasm
69278,Whaaat?! The corps on the bubble with the significant anniversary made Finals by a tight margin?? #dci2015 #sarcasm,sarcasm
69279,"@flea333 @TheEconomist yeah but Flea, how many deaths did guns PREVENT??  Tsk tsk, don't you know better?? #sarcasm",sarcasm
69280,ALL HAIL DONALD TRUMP! THE EMPEROR OF MANKIND! #Trump2016  #Shatnermademedoit #hashtag #ThisIsNotATest #ThankYouKardashians #Sarcasm,sarcasm
69281,Thanks for being the best friend ever and replying to my sc. Really #bestfriendaward 😒 #sarcastic,sarcasm
69282,"@ShiDavidi Come on, it should be, it's iconic, it's been open for all of 6 years #sarcasm",sarcasm
69283,"Russians?? Terrorists?? No way.
#sarcasm https://t.co/QuJNf8emtw",sarcasm
69284,My wild and crazy Friday night!! #Sarcasm https://t.co/UTegIYrd35,sarcasm
69285,Can't wait to be to work at 5 tomorrow morning 😆🎉🎉 #sarcasm,sarcasm
69286,"Meet one of my #topfollowers
#CommonGirl @ComedyPedia
#Sarcasm now served all day. Advertising, Promotions",sarcasm
69287,"@ByKeeganPope got to think that's an upgrade in programs, yeah? #sarcasm",sarcasm
69288,@George58888 @MerthyrTownFC @officialKLtown cheers bud. It's nice to start the season with a #localderby ... only 220 miles apart #sarcasm,sarcasm
69289,"fundamental, value based investing #sarcasm $AQXP https://t.co/8lkg0SGrG8",sarcasm
69290,My birthday is starting out just freaking wonderful ☺️ #sarcasm,sarcasm
69291,"#sarcasm Do you want me to accept you as you are, or do you want me to lie to myself and try to like you?",sarcasm
